episode,return,length,mean_loss,epsilon,theta_norm
238,-360.0,120,0.11937140673981048,0.050000000000000044,354.1315190893067
239,-365.0,120,0.1421145445589597,0.050000000000000044,354.4263520994171
240,-360.0,120,0.17628723965608514,0.050000000000000044,354.5633813667875
241,-360.0,120,0.030100748117547482,0.050000000000000044,354.8090925941724
242,8.0,4,6775.230472412193,0.050000000000000044,354.81300642909076
243,-370.0,120,0.104844240853951,0.050000000000000044,354.9402403486395
244,14.0,2,13560.194717466831,0.050000000000000044,354.8844772422429
245,-360.0,120,0.1478196074371226,0.050000000000000044,354.63600397097304
246,-360.0,120,0.12464293292335545,0.050000000000000044,354.85808122755213
247,-365.0,120,0.1982123673563668,0.050000000000000044,355.59854910418295
248,-365.0,120,0.20950564181160491,0.050000000000000044,355.7269735169095
249,-360.0,120,0.15507652972009964,0.050000000000000044,355.99152355603917
250,-360.0,120,0.23964415139441067,0.050000000000000044,355.8054463116044
251,-360.0,120,0.19046929060714318,0.050000000000000044,355.69605507195325
252,8.0,4,6820.549529938959,0.050000000000000044,355.6863578438875
253,-370.0,120,0.30199060969947217,0.050000000000000044,355.60420633409274
254,-360.0,120,0.2028648837741154,0.050000000000000044,355.4462753884193
255,-305.0,105,262.92675342073534,0.050000000000000044,355.7033031105418
256,-360.0,120,0.20455527204709748,0.050000000000000044,355.26362900492643
257,-360.0,120,0.18729644557267117,0.050000000000000044,355.5455864759117
258,-370.0,120,0.3868495071054591,0.050000000000000044,355.4860504031769
259,-370.0,120,0.16262960179010405,0.050000000000000044,355.64696768705903
260,-370.0,120,0.043483022049379844,0.050000000000000044,355.8773928616427
261,-54.0,23,1193.6092729520701,0.050000000000000044,355.98303593710756
262,-43.0,21,1300.7551356649824,0.050000000000000044,355.7258369780722
263,-347.0,119,229.68757569694992,0.050000000000000044,354.7148943165483
264,-360.0,120,0.17500276442733592,0.050000000000000044,354.7385535944042
265,-27.0,14,1934.3083880497975,0.050000000000000044,354.8410185385844
266,-133.0,51,532.637858423765,0.050000000000000044,354.6880781933613
267,-225.0,80,333.39933444366034,0.050000000000000044,354.7029952562425
268,-160.0,60,450.98213819281665,0.050000000000000044,354.16422303078554
269,-40.0,20,1366.620007409202,0.050000000000000044,353.9078104270235
270,-365.0,120,0.2837902843564128,0.050000000000000044,353.6767150237629
271,-365.0,120,0.10931066123885103,0.050000000000000044,354.1380546040626
272,-360.0,120,0.03397689023404382,0.050000000000000044,354.48616532419146
273,-360.0,120,0.07368073599645868,0.050000000000000044,354.77453227366817
274,-365.0,120,0.08565706375520676,0.050000000000000044,355.32957852534594
275,-370.0,120,0.06741827938822098,0.050000000000000044,355.7536344684338
276,-365.0,120,0.050069248998382436,0.050000000000000044,356.130626929923
277,-365.0,120,0.03194586440610389,0.050000000000000044,356.52080715927366
278,-365.0,120,0.13096508744832439,0.050000000000000044,356.88401915047973
279,-365.0,120,0.07203621249063871,0.050000000000000044,356.66706946044235
280,17.0,1,27603.58984375,0.050000000000000044,356.63198271292214
281,17.0,1,27429.18359375,0.050000000000000044,356.5666684681842
282,-360.0,120,0.2957710935753615,0.050000000000000044,356.0581446108908
283,-4.0,8,3432.738716759952,0.050000000000000044,356.02129720355214
284,-365.0,120,0.3652216881435985,0.050000000000000044,355.1948628921877
285,-360.0,120,0.6837643090189279,0.050000000000000044,355.3710868585119
286,-365.0,120,0.2528091270243749,0.050000000000000044,355.1998612137257
287,11.0,3,9078.15200288842,0.050000000000000044,355.1578489295288
288,9.0,2,13542.666265785694,0.050000000000000044,355.0438848315092
289,-307.0,109,249.3502570601274,0.050000000000000044,354.3664350816821
290,5.0,5,5392.903736785799,0.050000000000000044,354.2618370905198
291,8.0,4,6698.829120478593,0.050000000000000044,354.12668769453114
292,-274.0,98,277.3256030539431,0.050000000000000044,353.69845030760314
293,-149.0,48,562.5947943201027,0.050000000000000044,354.11467510539575
294,5.0,5,5360.232706962526,0.050000000000000044,354.0037020904584
295,-360.0,120,0.4114993311969253,0.050000000000000044,353.4236789959043
296,5.0,5,5323.105531495809,0.050000000000000044,353.38273779996666
297,-360.0,120,0.1767040283283374,0.050000000000000044,353.6988258038186
298,17.0,1,26694.9609375,0.050000000000000044,353.6788632096213
299,-365.0,120,0.3010720453845958,0.050000000000000044,353.17699285379564
300,8.0,4,6659.681307717226,0.050000000000000044,353.1830151458306
301,-360.0,120,0.26915287321899084,0.050000000000000044,353.3738448424699
302,-360.0,120,0.1904119273647666,0.050000000000000044,353.618327968164
303,-365.0,120,0.13549878442039093,0.050000000000000044,353.40818291318607
304,-365.0,120,0.08500194953133662,0.050000000000000044,353.65606084867255
305,-370.0,120,0.16231015593511983,0.050000000000000044,353.76915252923055
306,-365.0,120,0.08757627512095496,0.050000000000000044,354.0024607082555
307,-360.0,120,0.13947249816264956,0.050000000000000044,354.34320845050775
308,-360.0,120,0.09129556523597178,0.050000000000000044,354.7869574212812
309,-360.0,120,0.14794454097088117,0.050000000000000044,354.9383309111598
310,5.0,5,5377.171267003379,0.050000000000000044,354.90252292883184
311,-360.0,120,0.19654179439530708,0.050000000000000044,355.0513332164097
312,-360.0,120,0.13007203745655715,0.050000000000000044,355.04110677497613
313,-360.0,120,0.20102388413312536,0.050000000000000044,354.9802151176879
314,-365.0,120,0.7229861471821398,0.050000000000000044,354.40116746421705
315,-365.0,120,0.22169590072589926,0.050000000000000044,354.09710775259094
316,-360.0,120,0.15243877318183272,0.050000000000000044,354.2924341645613
317,-365.0,120,0.02711546720432428,0.050000000000000044,354.5041486446245
318,-40.0,20,1363.0433884065715,0.050000000000000044,354.5014545104152
319,8.0,4,6810.115313109942,0.050000000000000044,354.3604273899669
320,-360.0,120,0.1016577641130425,0.050000000000000044,354.06849619812266
321,-360.0,120,0.14686164078108657,0.050000000000000044,354.4102330368721
322,-9.0,8,3381.948491145391,0.050000000000000044,354.5535705291938
323,-365.0,120,0.5228685688925907,0.050000000000000044,354.1108252546087
324,-360.0,120,0.2555511102332578,0.050000000000000044,354.1467794661558
325,-365.0,120,0.08431453698625167,0.050000000000000044,354.3307622300102
326,-360.0,120,0.15879902167556187,0.050000000000000044,354.0012634599628
327,-360.0,120,0.1998658230547638,0.050000000000000044,354.14166149473294
328,-360.0,120,0.09208293068416727,0.050000000000000044,354.2799971861945
329,-360.0,120,0.015567633166210727,0.050000000000000044,354.73668161222065
330,-360.0,120,0.06849052867619321,0.050000000000000044,354.8684835611638
331,-166.0,62,440.55979527225116,0.050000000000000044,354.6702033227488
332,-141.0,52,522.7696117378431,0.050000000000000044,354.4410762912504
333,17.0,1,27298.0625,0.050000000000000044,354.35962819394365
334,-365.0,120,0.2514845686033368,0.050000000000000044,353.6330747575798
335,-360.0,120,0.3148952201474458,0.050000000000000044,353.3555994851362
336,-360.0,120,0.08237845945016792,0.050000000000000044,353.4152623419792
337,-82.0,34,799.0321797452224,0.050000000000000044,353.56718995475245
338,14.0,2,13496.932846911252,0.050000000000000044,353.4915299109018
339,11.0,3,9027.06967403988,0.050000000000000044,353.3548311807127
340,-360.0,120,0.17153761504062762,0.050000000000000044,352.9456956282368
341,-360.0,120,0.05457686900626868,0.050000000000000044,353.4357924361934
342,-360.0,120,0.12348136757500469,0.050000000000000044,353.81773865579436
343,-360.0,120,0.05293103044386953,0.050000000000000044,354.3314512483333
344,14.0,2,13606.750691100955,0.050000000000000044,354.32434602705473
345,-360.0,120,0.12189962083551412,0.050000000000000044,354.37046954776014
346,2.0,6,4540.400529190898,0.050000000000000044,354.3630729915294
347,-365.0,120,0.12289558554960725,0.050000000000000044,353.90899695401924
348,-365.0,120,0.13213070192141457,0.050000000000000044,354.2593395910685
349,17.0,1,27201.337890625,0.050000000000000044,354.2229391569665
350,-360.0,120,0.027266507434165654,0.050000000000000044,354.34418406578936
351,-360.0,120,0.2445945262676105,0.050000000000000044,354.0764339711837
352,-360.0,120,0.15547831107590657,0.050000000000000044,354.43469514848573
353,-365.0,120,0.11148937064378212,0.050000000000000044,354.95254964572376
354,-370.0,120,0.16406372517812998,0.050000000000000044,355.12779939938525
355,-370.0,120,0.4325158241748189,0.050000000000000044,355.0460357474788
356,-365.0,120,0.17724696750131747,0.050000000000000044,355.1328536618374
357,-365.0,120,0.08915357844671234,0.050000000000000044,355.47076510417844
358,-370.0,120,0.0714124708979701,0.050000000000000044,355.5556720648681
359,-360.0,120,0.18417400722003852,0.050000000000000044,355.4537867729784
360,-132.0,49,564.092710562017,0.050000000000000044,355.8746926588065
361,-360.0,120,0.13311047319633265,0.050000000000000044,355.56168153359835
362,-13.0,11,2515.9306927723173,0.050000000000000044,355.4527812347232
363,-365.0,120,0.24366688737645745,0.050000000000000044,354.8893423484284
364,14.0,2,13472.853625677526,0.050000000000000044,354.8226119309478
365,3.0,4,6811.075909476727,0.050000000000000044,354.54297165505903
366,-360.0,120,0.53020787218508,0.050000000000000044,353.87305721826294
367,-370.0,120,0.2403984786379927,0.050000000000000044,353.59731134971884
368,-193.0,66,412.5258626342666,0.050000000000000044,353.7279641988317
369,-370.0,120,0.052773368385775635,0.050000000000000044,353.55136870403993
370,-226.0,82,332.1573818526941,0.050000000000000044,353.65541469592966
371,-365.0,120,0.15288079326273873,0.050000000000000044,353.6505823196111
372,-365.0,120,0.09820675334388701,0.050000000000000044,353.70432567329453
373,-375.0,120,0.06353597988490947,0.050000000000000044,354.52499030392767
374,-360.0,120,0.22749861679427946,0.050000000000000044,354.5256238535517
375,-370.0,120,0.058093812828883526,0.050000000000000044,355.0020686559446
376,-294.0,103,267.40988264897686,0.050000000000000044,355.16428307017304
377,-360.0,120,0.12168085309094749,0.050000000000000044,354.75981641633257
378,-112.0,44,617.186003074087,0.050000000000000044,354.60048492105875
379,-270.0,95,285.93200741473487,0.050000000000000044,353.5088953088734
380,-126.0,47,587.0603292507734,0.050000000000000044,353.0496822332517
381,11.0,3,8736.607216020735,0.050000000000000044,352.9555290241959
382,-360.0,120,0.2743872523967487,0.050000000000000044,352.096555471649
383,-365.0,120,0.3781764112451735,0.050000000000000044,352.20553968883
384,-283.0,101,273.38388430501686,0.050000000000000044,352.4101891351185
385,-360.0,120,0.11210287933354265,0.050000000000000044,352.69719661488665
386,-25.0,15,1796.889045801588,0.050000000000000044,352.82494995748243
387,-365.0,120,0.21441039934870787,0.050000000000000044,352.9033264401173
388,-10.0,10,2715.776724848244,0.050000000000000044,353.01852930299566
389,2.0,6,4499.1385795250535,0.050000000000000044,352.8839165982916
390,-13.0,11,2427.418260162273,0.050000000000000044,352.72513865260584
391,-370.0,120,0.5883779139646018,0.050000000000000044,352.2605902417981
392,-40.0,20,1350.3047476179431,0.050000000000000044,352.30379623806215
393,-370.0,120,0.2798831903686126,0.050000000000000044,352.1004495346463
394,-365.0,120,0.11523869669375321,0.050000000000000044,352.5163947871787
395,-37.0,19,1452.4883912630673,0.050000000000000044,352.422110188904
396,-360.0,120,0.21314536407395887,0.050000000000000044,352.50834985678
397,-370.0,120,0.21757838406677668,0.050000000000000044,352.31078698359494
398,-4.0,8,3374.502466536709,0.050000000000000044,352.2920873987237
399,-195.0,70,384.8320804349413,0.050000000000000044,352.35485708657404
400,-365.0,120,0.2882773383753374,0.050000000000000044,352.40134368536394
401,-360.0,120,0.13435673729982228,0.050000000000000044,352.73027717719384
402,-360.0,120,0.14640981311871049,0.050000000000000044,353.01661500381255
403,-360.0,120,0.48524600044668964,0.050000000000000044,352.9267529796374
404,-360.0,120,0.18044036065111868,0.050000000000000044,353.1363549059343
405,-365.0,120,0.22364300412203494,0.050000000000000044,353.15820087285243
406,-360.0,120,0.14531838909994502,0.050000000000000044,353.0880954167104
407,-10.0,10,2721.5587311755166,0.050000000000000044,353.09275848387205
408,-360.0,120,0.1908821524392503,0.050000000000000044,352.77167611466484
409,-360.0,120,0.09465622214484029,0.050000000000000044,353.16443363892125
410,-49.0,23,1207.8105829517235,0.050000000000000044,353.2197218092444
411,-360.0,120,0.10255397839161257,0.050000000000000044,353.14596729787246
412,-7.0,9,3002.3528371125253,0.050000000000000044,353.14198521097717
413,-360.0,120,0.1943241982507364,0.050000000000000044,353.0651166038639
