#{"t_start": 1763358739.3553784, "env_id": "GridWorldStatic-v0"}
r,l,t
14.0,7,20.310155
32.0,1,20.313055
-8.0,11,20.336338
-19.0,13,20.359203
29.0,2,20.362653
6.0,8,20.380676
29.0,2,20.386298
6.0,8,20.397699
20.0,5,20.615966
17.0,6,20.625482
-14.0,13,20.655698
0.0,10,20.670596
17.0,6,20.67909
32.0,1,20.68157
-41.0,17,20.704438
-1.0,7,20.714744
-11.0,12,20.731915
20.0,5,20.73981
-15.0,10,20.757825
26.0,3,20.761821
1.0,8,20.77345
1.0,8,20.784446
0.0,10,20.806436
21.0,3,20.812851
-3.0,11,20.83257
20.0,5,20.842148
10.0,5,20.850332
32.0,1,20.852741
-3.0,11,20.868755
4.0,7,20.88044
2.0,11,20.897856
-5.0,10,20.917246
-18.0,11,20.941354
23.0,4,20.951395
29.0,2,20.955317
-5.0,10,20.968832
26.0,3,20.973849
-11.0,7,20.982828
15.0,5,20.991111
21.0,3,20.997098
21.0,3,21.003977
32.0,1,21.005977
14.0,7,21.013975
-1.0,7,21.025044
32.0,1,21.027025
26.0,3,21.030025
26.0,3,21.035028
-7.0,14,21.279752
-101.0,22,21.312167
24.0,2,21.315167
-7.0,9,21.328347
18.0,4,21.334475
18.0,4,21.340518
1.0,8,21.35368
29.0,2,21.356688
21.0,3,21.362881
10.0,5,21.370509
-5.0,10,21.384514
18.0,4,21.391231
14.0,7,21.400649
18.0,4,21.405645
20.0,5,21.413084
20.0,5,21.42008
-6.0,7,21.429103
20.0,5,21.436076
32.0,1,21.438076
21.0,3,21.442075
23.0,4,21.447074
-64.0,18,21.473601
20.0,5,21.479886
20.0,5,21.487082
9.0,7,21.495285
6.0,8,21.506283
21.0,3,21.510282
4.0,7,21.521304
20.0,5,21.528306
11.0,8,21.537304
20.0,5,21.543303
17.0,6,21.554598
-3.0,11,21.57341
29.0,2,21.57541
7.0,6,21.58382
1.0,8,21.598457
-6.0,7,21.616987
6.0,8,21.633458
26.0,3,21.64005
26.0,3,21.645164
15.0,5,21.653587
18.0,4,21.914397
6.0,8,21.925388
12.0,6,21.934386
4.0,7,21.943384
17.0,6,21.951392
-3.0,6,21.960386
24.0,2,21.962386
29.0,2,21.965901
1.0,8,21.978903
9.0,7,21.988901
15.0,5,21.9969
1.0,8,22.008234
-7.0,9,22.022238
23.0,4,22.028237
17.0,6,22.037235
23.0,4,22.042234
24.0,2,22.046233
-66.0,17,22.070082
10.0,5,22.07757
7.0,6,22.086206
12.0,6,22.095206
20.0,5,22.102211
26.0,3,22.107209
-3.0,6,22.114763
8.0,9,22.125779
26.0,3,22.131091
29.0,2,22.134807
24.0,2,22.136802
32.0,1,22.137803
-23.0,11,22.153529
1.0,8,22.163596
18.0,4,22.169146
24.0,2,22.172533
12.0,6,22.179584
9.0,7,22.193582
12.0,6,22.201739
-19.0,13,22.225317
7.0,6,22.233478
4.0,7,22.242594
32.0,1,22.244613
24.0,2,22.246612
20.0,5,22.254622
-56.0,22,22.482613
12.0,6,22.492274
26.0,3,22.496276
3.0,9,22.509273
12.0,6,22.519262
23.0,4,22.525269
13.0,4,22.532931
23.0,4,22.538294
32.0,1,22.539299
15.0,5,22.548836
21.0,3,22.552844
9.0,7,22.563235
-42.0,14,22.582168
18.0,4,22.588078
23.0,4,22.593637
16.0,3,22.597536
10.0,5,22.605598
32.0,1,22.607598
-3.0,6,22.615782
26.0,3,22.620219
7.0,6,22.627895
11.0,8,22.638941
4.0,7,22.647955
11.0,8,22.65879
20.0,5,22.666085
15.0,5,22.672147
-4.0,8,22.68335
23.0,4,22.687344
23.0,4,22.692343
20.0,5,22.697949
24.0,2,22.70005
12.0,6,22.707484
20.0,5,22.713483
32.0,1,22.715478
12.0,6,22.722517
32.0,1,22.723517
32.0,1,22.724516
14.0,7,22.733931
2.0,6,22.743762
2.0,6,22.75076
23.0,4,22.756119
24.0,2,22.758118
-39.0,13,22.773746
18.0,4,22.778745
20.0,5,22.785743
-4.0,8,22.794741
14.0,7,22.804739
26.0,3,22.809743
26.0,3,22.812366
12.0,6,22.822666
23.0,4,22.829664
29.0,2,22.833664
9.0,7,23.064998
3.0,9,23.077015
20.0,5,23.084013
20.0,5,23.09101
29.0,2,23.09401
2.0,6,23.102009
-1.0,7,23.112007
23.0,4,23.118005
1.0,8,23.129437
26.0,3,23.134434
18.0,4,23.140755
29.0,2,23.143752
6.0,8,23.153977
32.0,1,23.155976
-2.0,9,23.168488
32.0,1,23.171496
18.0,4,23.177485
29.0,2,23.180877
32.0,1,23.18188
5.0,10,23.198574
26.0,3,23.203559
-5.0,10,23.217558
-20.0,10,23.231854
-3.0,6,23.240857
6.0,8,23.254861
32.0,1,23.256856
29.0,2,23.261136
20.0,5,23.26968
24.0,2,23.272042
10.0,5,23.280757
21.0,3,23.284799
24.0,2,23.287801
29.0,2,23.290807
23.0,4,23.295825
-4.0,8,23.307822
32.0,1,23.309126
14.0,7,23.320951
23.0,4,23.327116
21.0,3,23.332093
18.0,4,23.339999
7.0,6,23.351004
12.0,6,23.362344
7.0,6,23.371912
18.0,4,23.377899
-41.0,17,23.407579
26.0,3,23.413189
6.0,8,23.423243
29.0,2,23.427242
29.0,2,23.430224
-6.0,7,23.443212
12.0,6,23.451441
14.0,7,23.639754
17.0,6,23.647753
17.0,6,23.65739
32.0,1,23.658904
32.0,1,23.659911
16.0,3,23.66644
32.0,1,23.669623
9.0,7,23.680102
29.0,2,23.6831
23.0,4,23.6891
20.0,5,23.696097
23.0,4,23.701098
-3.0,11,23.716098
-34.0,13,23.734089
3.0,9,23.74609
29.0,2,23.749087
23.0,4,23.754093
8.0,9,23.766605
15.0,5,23.773602
11.0,8,23.7846
20.0,5,23.791599
7.0,6,23.79879
-9.0,8,23.809691
15.0,5,23.816792
29.0,2,23.81979
32.0,1,23.820791
13.0,4,23.826182
13.0,4,23.832181
32.0,1,23.833182
23.0,4,23.838181
7.0,6,23.845179
-15.0,10,23.857905
32.0,1,23.858914
17.0,6,23.86588
29.0,2,23.869776
26.0,3,23.872776
29.0,2,23.875775
12.0,6,23.882773
32.0,1,23.883773
23.0,4,23.887772
21.0,3,23.892771
32.0,1,23.893771
7.0,6,23.901765
20.0,5,23.906768
24.0,2,23.909748
21.0,3,23.912834
6.0,8,23.925555
12.0,6,23.933883
29.0,2,23.936945
-26.0,12,23.951326
1.0,8,23.960324
10.0,5,23.966905
32.0,1,23.968904
32.0,1,23.971074
4.0,7,24.162388
26.0,3,24.166903
26.0,3,24.170901
26.0,3,24.174901
26.0,3,24.1789
-6.0,7,24.189086
3.0,9,24.203761
12.0,6,24.212743
32.0,1,24.213743
24.0,2,24.216742
1.0,8,24.22774
20.0,5,24.234738
13.0,4,24.240737
26.0,3,24.244736
29.0,2,24.247742
20.0,5,24.254737
29.0,2,24.257736
20.0,5,24.264733
23.0,4,24.270247
32.0,1,24.272247
26.0,3,24.276245
29.0,2,24.279245
26.0,3,24.283249
14.0,7,24.292524
7.0,6,24.300521
29.0,2,24.30352
15.0,5,24.310519
9.0,7,24.319517
26.0,3,24.324515
32.0,1,24.325515
20.0,5,24.333521
18.0,4,24.339538
26.0,3,24.343928
24.0,2,24.346912
11.0,8,24.357924
26.0,3,24.361929
26.0,3,24.365902
23.0,4,24.371485
8.0,9,24.382848
32.0,1,24.383852
23.0,4,24.387847
17.0,6,24.394925
-46.0,17,24.419458
24.0,2,24.422457
9.0,7,24.43077
26.0,3,24.433848
10.0,5,24.439959
23.0,4,24.444958
26.0,3,24.449759
18.0,4,24.455853
29.0,2,24.457837
32.0,1,24.459837
12.0,6,24.466891
26.0,3,24.470939
29.0,2,24.472938
18.0,4,24.47814
2.0,6,24.486122
32.0,1,24.487103
21.0,3,24.491601
23.0,4,24.496645
20.0,5,24.502648
18.0,4,24.50765
-8.0,11,24.708074
4.0,7,24.718241
11.0,8,24.729341
23.0,4,24.73534
4.0,7,24.746339
26.0,3,24.750337
26.0,3,24.754352
15.0,5,24.761631
14.0,7,24.772743
20.0,5,24.781418
32.0,1,24.782856
32.0,1,24.784102
0.0,5,24.792334
26.0,3,24.798336
29.0,2,24.801447
13.0,4,24.809444
20.0,5,24.81544
26.0,3,24.820569
20.0,5,24.83051
3.0,9,24.843508
7.0,6,24.852534
-23.0,11,24.868654
23.0,4,24.87503
15.0,5,24.883124
24.0,2,24.885688
20.0,5,24.892806
1.0,8,24.905871
23.0,4,24.912704
18.0,4,24.919458
32.0,1,24.921721
4.0,7,24.935776
32.0,1,24.936904
4.0,7,24.944926
32.0,1,24.946953
29.0,2,24.948953
26.0,3,24.953
23.0,4,24.958989
26.0,3,24.962986
26.0,3,24.9665
18.0,4,24.971529
7.0,6,24.982142
2.0,6,24.989868
21.0,3,24.992867
26.0,3,24.996875
29.0,2,24.999866
26.0,3,25.003845
18.0,4,25.009864
32.0,1,25.010863
26.0,3,25.014843
29.0,2,25.017902
20.0,5,25.025204
10.0,5,25.0318
20.0,5,25.040597
21.0,3,25.044608
7.0,6,25.053116
29.0,2,25.056422
26.0,3,25.061114
18.0,4,25.068056
15.0,5,25.074054
20.0,5,25.261482
12.0,6,25.270009
23.0,4,25.276006
20.0,5,25.283013
1.0,8,25.29401
15.0,5,25.301009
32.0,1,25.303009
32.0,1,25.304016
14.0,7,25.315006
20.0,5,25.322003
12.0,6,25.330994
20.0,5,25.339
32.0,1,25.339999
23.0,4,25.344999
23.0,4,25.352859
29.0,2,25.355891
3.0,9,25.368423
20.0,5,25.375422
29.0,2,25.378421
24.0,2,25.38142
18.0,4,25.386419
29.0,2,25.389419
15.0,5,25.396828
20.0,5,25.402955
18.0,4,25.408954
20.0,5,25.415951
32.0,1,25.417951
23.0,4,25.422949
32.0,1,25.42495
23.0,4,25.429949
6.0,8,25.440946
-1.0,7,25.450943
32.0,1,25.452949
32.0,1,25.45435
-6.0,12,25.470365
24.0,2,25.472365
26.0,3,25.476367
29.0,2,25.478377
29.0,2,25.481364
29.0,2,25.483363
11.0,8,25.49336
18.0,4,25.498359
20.0,5,25.504357
29.0,2,25.507385
23.0,4,25.5124
23.0,4,25.517385
23.0,4,25.522382
32.0,1,25.523382
23.0,4,25.528383
10.0,5,25.534379
11.0,8,25.544378
23.0,4,25.549701
10.0,5,25.554737
29.0,2,25.557719
26.0,3,25.561736
15.0,5,25.568476
20.0,5,25.573475
29.0,2,25.576474
26.0,3,25.580995
29.0,2,25.583016
26.0,3,25.587277
23.0,4,25.592355
12.0,6,25.600487
32.0,1,25.601487
29.0,2,25.603469
15.0,5,25.804977
29.0,2,25.807599
21.0,3,25.813025
29.0,2,25.816013
29.0,2,25.818012
6.0,8,25.829228
32.0,1,25.830748
23.0,4,25.836791
23.0,4,25.84283
23.0,4,25.84852
11.0,8,25.859559
26.0,3,25.864202
-4.0,8,25.875654
23.0,4,25.880679
23.0,4,25.886678
32.0,1,25.888677
29.0,2,25.891164
32.0,1,25.893486
18.0,4,25.898589
29.0,2,25.901588
29.0,2,25.904567
26.0,3,25.908816
3.0,9,25.920887
10.0,5,25.928878
15.0,5,25.935876
20.0,5,25.940875
10.0,5,25.947874
17.0,6,25.955915
29.0,2,25.958915
26.0,3,25.962914
18.0,4,25.968441
23.0,4,25.974438
7.0,6,25.982436
29.0,2,25.985439
26.0,3,25.989438
32.0,1,25.991438
20.0,5,25.998813
26.0,3,26.001828
23.0,4,26.006827
26.0,3,26.009826
29.0,2,26.011984
32.0,1,26.014
23.0,4,26.018
26.0,3,26.022127
32.0,1,26.023127
29.0,2,26.025126
26.0,3,26.029386
23.0,4,26.033384
26.0,3,26.037384
2.0,11,26.050409
23.0,4,26.054443
20.0,5,26.060677
15.0,5,26.066953
21.0,3,26.06999
-1.0,7,26.080415
26.0,3,26.084414
12.0,6,26.091413
29.0,2,26.094397
7.0,6,26.10141
23.0,4,26.106409
20.0,5,26.112453
26.0,3,26.116446
23.0,4,26.122445
26.0,3,26.125444
15.0,5,26.13301
7.0,6,26.140627
23.0,4,26.33417
26.0,3,26.339175
29.0,2,26.342174
17.0,6,26.351749
29.0,2,26.354762
23.0,4,26.360756
32.0,1,26.362758
23.0,4,26.36974
15.0,5,26.3838
7.0,6,26.3928
23.0,4,26.3998
20.0,5,26.406792
21.0,3,26.410795
29.0,2,26.413196
23.0,4,26.419284
26.0,3,26.423282
23.0,4,26.428388
15.0,5,26.435552
29.0,2,26.43855
23.0,4,26.443557
21.0,3,26.448592
23.0,4,26.453605
32.0,1,26.455606
32.0,1,26.456605
10.0,5,26.464601
23.0,4,26.470109
23.0,4,26.476136
20.0,5,26.483187
29.0,2,26.486187
18.0,4,26.492185
23.0,4,26.497236
-5.0,10,26.512149
12.0,6,26.522371
18.0,4,26.527786
17.0,6,26.535492
21.0,3,26.539491
18.0,4,26.544486
20.0,5,26.549489
32.0,1,26.551488
23.0,4,26.555728
20.0,5,26.561727
23.0,4,26.565726
26.0,3,26.569788
23.0,4,26.574767
26.0,3,26.578775
17.0,6,26.585829
23.0,4,26.590961
18.0,4,26.595442
29.0,2,26.598938
29.0,2,26.600988
26.0,3,26.604987
23.0,4,26.610357
18.0,4,26.615556
24.0,2,26.617605
20.0,5,26.625818
29.0,2,26.62882
21.0,3,26.631921
29.0,2,26.634687
26.0,3,26.638965
26.0,3,26.643029
20.0,5,26.649028
20.0,5,26.655512
-6.0,7,26.663632
23.0,4,26.669198
4.0,7,26.677184
32.0,1,26.678196
12.0,6,26.685195
29.0,2,26.894954
18.0,4,26.900309
29.0,2,26.903313
7.0,6,26.913589
6.0,8,26.924843
-4.0,8,26.935335
14.0,7,26.944725
29.0,2,26.948744
32.0,1,26.949744
18.0,4,26.955757
5.0,5,26.962756
20.0,5,26.970261
26.0,3,26.976367
29.0,2,26.979268
17.0,6,26.988063
20.0,5,26.994691
21.0,3,26.998731
29.0,2,27.001732
18.0,4,27.006731
17.0,6,27.015377
18.0,4,27.020377
23.0,4,27.026577
26.0,3,27.03059
32.0,1,27.031588
26.0,3,27.035944
17.0,6,27.043651
23.0,4,27.052083
26.0,3,27.057464
23.0,4,27.064469
29.0,2,27.067468
26.0,3,27.073226
17.0,6,27.083728
17.0,6,27.092827
26.0,3,27.09882
12.0,6,27.10905
26.0,3,27.114506
29.0,2,27.118518
29.0,2,27.121875
20.0,5,27.129225
-36.0,12,27.148077
18.0,4,27.152468
12.0,6,27.161207
26.0,3,27.167549
29.0,2,27.170528
29.0,2,27.17416
20.0,5,27.182513
32.0,1,27.184513
32.0,1,27.186512
32.0,1,27.188888
26.0,3,27.194026
20.0,5,27.202093
26.0,3,27.207333
24.0,2,27.211619
26.0,3,27.217863
20.0,5,27.225753
29.0,2,27.229074
29.0,2,27.232147
18.0,4,27.238145
29.0,2,27.241144
26.0,3,27.24513
29.0,2,27.248699
29.0,2,27.252295
17.0,6,27.260811
29.0,2,27.263797
18.0,4,27.26911
23.0,4,27.273762
17.0,6,27.282425
23.0,4,27.287424
29.0,2,27.475539
23.0,4,27.48103
18.0,4,27.487027
29.0,2,27.490033
29.0,2,27.492027
23.0,4,27.49803
23.0,4,27.504047
32.0,1,27.506044
29.0,2,27.509048
26.0,3,27.513042
20.0,5,27.520626
29.0,2,27.523627
29.0,2,27.526626
24.0,2,27.529641
26.0,3,27.53364
29.0,2,27.536639
23.0,4,27.541639
29.0,2,27.544722
29.0,2,27.547724
29.0,2,27.551106
29.0,2,27.554118
17.0,6,27.563116
23.0,4,27.568647
26.0,3,27.574141
23.0,4,27.57914
-1.0,7,27.589145
29.0,2,27.592143
29.0,2,27.595561
29.0,2,27.598581
15.0,5,27.606574
20.0,5,27.613257
26.0,3,27.617254
23.0,4,27.62326
26.0,3,27.628492
29.0,2,27.631303
26.0,3,27.637305
29.0,2,27.640304
26.0,3,27.645812
29.0,2,27.648865
17.0,6,27.657422
29.0,2,27.660423
-7.0,9,27.674448
-1.0,7,27.685186
20.0,5,27.691192
29.0,2,27.69543
26.0,3,27.698467
15.0,5,27.705465
18.0,4,27.711521
32.0,1,27.712511
26.0,3,27.716551
32.0,1,27.717544
32.0,1,27.719543
29.0,2,27.721543
29.0,2,27.723545
23.0,4,27.730056
26.0,3,27.73363
32.0,1,27.734647
13.0,4,27.740712
26.0,3,27.74644
23.0,4,27.752864
23.0,4,27.758893
29.0,2,27.763345
17.0,6,27.77103
21.0,3,27.775053
10.0,5,27.781569
17.0,6,27.791092
12.0,6,27.801894
23.0,4,27.80897
26.0,3,27.813094
17.0,6,27.823407
23.0,4,27.831658
4.0,7,27.843467
7.0,6,27.851736
23.0,4,27.856796
32.0,1,27.858785
23.0,4,28.080343
32.0,1,28.081639
29.0,2,28.08464
18.0,4,28.090632
29.0,2,28.093631
32.0,1,28.094631
23.0,4,28.100854
26.0,3,28.105855
26.0,3,28.110858
32.0,1,28.112282
20.0,5,28.119796
18.0,4,28.12686
9.0,7,28.138853
32.0,1,28.140857
20.0,5,28.150251
26.0,3,28.154258
23.0,4,28.161263
26.0,3,28.166548
20.0,5,28.173248
29.0,2,28.176501
15.0,5,28.183505
17.0,6,28.192502
26.0,3,28.196909
32.0,1,28.1979
26.0,3,28.202897
23.0,4,28.209522
29.0,2,28.212524
32.0,1,28.214746
17.0,6,28.223317
26.0,3,28.228515
26.0,3,28.232591
26.0,3,28.237099
32.0,1,28.2391
32.0,1,28.240106
16.0,3,28.245356
10.0,5,28.253349
29.0,2,28.256362
9.0,7,28.266561
20.0,5,28.273103
26.0,3,28.279357
26.0,3,28.283466
29.0,2,28.287963
23.0,4,28.293187
26.0,3,28.297187
26.0,3,28.302185
26.0,3,28.306185
20.0,5,28.312183
29.0,2,28.315217
26.0,3,28.319208
23.0,4,28.325207
26.0,3,28.329265
32.0,1,28.33127
20.0,5,28.338265
23.0,4,28.344329
32.0,1,28.346352
23.0,4,28.352629
18.0,4,28.361439
26.0,3,28.366434
23.0,4,28.374443
23.0,4,28.380334
20.0,5,28.387337
20.0,5,28.396473
20.0,5,28.402565
10.0,5,28.410611
23.0,4,28.417122
32.0,1,28.419136
26.0,3,28.423136
26.0,3,28.427582
23.0,4,28.433564
21.0,3,28.438563
32.0,1,28.439563
32.0,1,28.441604
15.0,5,28.449117
32.0,1,28.451168
29.0,2,28.454168
32.0,1,28.45626
4.0,7,28.465595
26.0,3,28.46913
17.0,6,28.669915
17.0,6,28.67931
29.0,2,28.681664
26.0,3,28.685663
26.0,3,28.691659
32.0,1,28.69366
29.0,2,28.696787
23.0,4,28.703416
32.0,1,28.704935
23.0,4,28.710934
20.0,5,28.71843
26.0,3,28.722461
26.0,3,28.728482
18.0,4,28.735511
32.0,1,28.736511
29.0,2,28.74151
26.0,3,28.751508
26.0,3,28.764513
23.0,4,28.775034
29.0,2,28.779528
32.0,1,28.781073
13.0,4,28.791031
9.0,7,28.804025
26.0,3,28.809022
20.0,5,28.81602
26.0,3,28.82002
20.0,5,28.827019
29.0,2,28.830019
11.0,8,28.841015
12.0,6,28.848935
21.0,3,28.853934
29.0,2,28.856939
29.0,2,28.859939
29.0,2,28.862948
29.0,2,28.865988
10.0,5,28.872154
17.0,6,28.881862
26.0,3,28.884861
17.0,6,28.8945
18.0,4,28.899498
29.0,2,28.902499
29.0,2,28.904497
18.0,4,28.910531
17.0,6,28.918087
17.0,6,28.926067
23.0,4,28.932225
26.0,3,28.938207
29.0,2,28.942843
20.0,5,28.950768
21.0,3,28.954302
23.0,4,28.959916
23.0,4,28.966578
17.0,6,28.973119
26.0,3,28.978119
17.0,6,28.985114
32.0,1,28.986117
29.0,2,28.989135
32.0,1,28.991142
26.0,3,28.994573
29.0,2,28.99789
20.0,5,29.003839
12.0,6,29.01227
26.0,3,29.01627
26.0,3,29.020286
29.0,2,29.022269
32.0,1,29.023268
26.0,3,29.028783
32.0,1,29.029784
18.0,4,29.035785
20.0,5,29.044329
26.0,3,29.048327
26.0,3,29.052326
32.0,1,29.053326
26.0,3,29.057341
20.0,5,29.253303
32.0,1,29.254304
26.0,3,29.260713
18.0,4,29.267935
29.0,2,29.270468
15.0,5,29.279693
26.0,3,29.284944
17.0,6,29.294407
18.0,4,29.300403
32.0,1,29.301403
29.0,2,29.304404
21.0,3,29.309402
32.0,1,29.310402
26.0,3,29.315407
26.0,3,29.319401
17.0,6,29.328405
20.0,5,29.336402
32.0,1,29.337403
29.0,2,29.343517
17.0,6,29.353476
23.0,4,29.360587
17.0,6,29.369529
20.0,5,29.376424
18.0,4,29.382423
29.0,2,29.385423
23.0,4,29.391794
26.0,3,29.396271
26.0,3,29.400399
21.0,3,29.406397
29.0,2,29.410619
26.0,3,29.416169
15.0,5,29.425253
23.0,4,29.433249
32.0,1,29.434988
29.0,2,29.437699
23.0,4,29.443856
20.0,5,29.451595
20.0,5,29.461042
20.0,5,29.470914
23.0,4,29.477605
29.0,2,29.48114
20.0,5,29.490547
32.0,1,29.491842
20.0,5,29.500673
29.0,2,29.504569
26.0,3,29.509606
26.0,3,29.514216
9.0,7,29.525091
23.0,4,29.530089
32.0,1,29.531089
20.0,5,29.53911
20.0,5,29.547091
17.0,6,29.555151
32.0,1,29.55715
20.0,5,29.563331
26.0,3,29.567976
26.0,3,29.572158
23.0,4,29.577154
17.0,6,29.58731
20.0,5,29.594317
26.0,3,29.59939
32.0,1,29.601363
26.0,3,29.605365
20.0,5,29.611397
29.0,2,29.616381
15.0,5,29.625556
18.0,4,29.63176
26.0,3,29.635758
32.0,1,29.636758
23.0,4,29.643756
26.0,3,29.648748
17.0,6,29.656885
23.0,4,29.662586
23.0,4,29.893646
24.0,2,29.896643
29.0,2,29.899642
23.0,4,29.905889
26.0,3,29.910887
20.0,5,29.920312
29.0,2,29.923312
23.0,4,29.929309
26.0,3,29.933308
26.0,3,29.937307
26.0,3,29.943307
20.0,5,29.952732
18.0,4,29.958745
32.0,1,29.959744
26.0,3,29.964746
26.0,3,29.968744
26.0,3,29.972267
23.0,4,29.978266
29.0,2,29.981266
17.0,6,29.989261
26.0,3,29.99326
