#{"t_start": 1762881607.4003763, "env_id": "GridWorldMoving-v0"}
r,l,t
17.0,1,9.151243
17.0,1,9.153244
17.0,1,9.155243
17.0,1,9.156244
17.0,1,9.158243
17.0,1,9.159244
17.0,1,9.161252
17.0,1,9.162242
17.0,1,9.164236
17.0,1,9.165235
17.0,1,9.167235
17.0,1,9.168235
17.0,1,9.170235
17.0,1,9.171235
17.0,1,9.172235
17.0,1,9.173237
17.0,1,9.175236
17.0,1,9.177235
17.0,1,9.178239
17.0,1,9.179236
17.0,1,9.181235
17.0,1,9.182235
17.0,1,9.184235
17.0,1,9.185235
17.0,1,9.187235
17.0,1,9.188235
17.0,1,9.190242
17.0,1,9.191241
17.0,1,9.193235
17.0,1,9.194236
17.0,1,9.196235
17.0,1,9.197235
17.0,1,9.198236
17.0,1,9.199235
17.0,1,9.200235
17.0,1,9.202236
17.0,1,9.203236
17.0,1,9.204235
17.0,1,9.205242
17.0,1,9.207242
17.0,1,9.208242
17.0,1,9.210457
17.0,1,9.212476
17.0,1,9.214475
17.0,1,9.215475
17.0,1,9.217475
17.0,1,9.217475
17.0,1,9.21999
17.0,1,9.220989
17.0,1,9.221989
17.0,1,9.222989
17.0,1,9.224989
17.0,1,9.226989
17.0,1,9.227989
17.0,1,9.229995
17.0,1,9.230991
17.0,1,9.232999
17.0,1,9.233996
17.0,1,9.234991
17.0,1,9.235991
17.0,1,9.23699
17.0,1,9.238991
17.0,1,9.23999
17.0,1,9.241993
17.0,1,9.243292
17.0,1,9.244309
17.0,1,9.245314
17.0,1,9.247308
17.0,1,9.248308
17.0,1,9.249308
17.0,1,9.250308
17.0,1,9.251308
17.0,1,9.253309
17.0,1,9.254308
17.0,1,9.255312
17.0,1,9.257354
17.0,1,9.258313
17.0,1,9.259311
17.0,1,9.261314
17.0,1,9.262311
17.0,1,9.263308
17.0,1,9.264308
17.0,1,9.266309
17.0,1,9.267311
17.0,1,9.268308
17.0,1,9.269308
17.0,1,9.271308
17.0,1,9.272311
17.0,1,9.273405
17.0,1,9.275557
17.0,1,9.276559
17.0,1,9.277555
17.0,1,9.278553
17.0,1,9.279553
17.0,1,9.281557
17.0,1,9.282553
17.0,1,9.283553
17.0,1,9.284554
17.0,1,9.285553
17.0,1,9.287581
17.0,1,9.28856
17.0,1,9.290566
17.0,1,9.291577
17.0,1,9.292581
17.0,1,9.294626
17.0,1,9.295626
17.0,1,9.296626
17.0,1,9.297627
17.0,1,9.298627
17.0,1,9.299627
17.0,1,9.301626
17.0,1,9.302627
17.0,1,9.303627
17.0,1,9.304662
17.0,1,9.305662
17.0,1,9.30787
17.0,1,9.309893
17.0,1,9.310893
17.0,1,9.311893
17.0,1,9.312893
17.0,1,9.313893
17.0,1,9.314893
17.0,1,9.316893
17.0,1,9.317893
17.0,1,9.319403
17.0,1,9.320447
17.0,1,9.321448
17.0,1,9.323428
17.0,1,9.32443
17.0,1,9.325443
17.0,1,9.327493
17.0,1,9.328493
17.0,1,9.329493
17.0,1,9.330493
17.0,1,9.331493
17.0,1,9.333493
17.0,1,9.334493
17.0,1,9.335493
17.0,1,9.336493
17.0,1,9.337493
17.0,1,9.339493
17.0,1,9.341475
17.0,1,9.342479
17.0,1,9.343475
17.0,1,9.345474
17.0,1,9.346479
17.0,1,9.347475
17.0,1,9.348478
17.0,1,9.349475
17.0,1,9.35148
17.0,1,9.352478
17.0,1,9.353676
17.0,1,9.354874
17.0,1,9.356911
17.0,1,9.357919
17.0,1,9.360046
17.0,1,9.361046
17.0,1,9.362046
17.0,1,9.363046
17.0,1,9.364047
17.0,1,9.366045
17.0,1,9.367045
17.0,1,9.368084
17.0,1,9.370084
17.0,1,9.371084
17.0,1,9.372083
17.0,1,9.37308
17.0,1,9.375148
17.0,1,9.377095
17.0,1,9.37808
17.0,1,9.379532
17.0,1,9.380531
17.0,1,9.382948
17.0,1,9.557195
17.0,1,9.558194
17.0,1,9.560195
17.0,1,9.561194
17.0,1,9.563195
17.0,1,9.564195
17.0,1,9.565195
17.0,1,9.567195
17.0,1,9.568195
17.0,1,9.570195
17.0,1,9.571195
17.0,1,9.572195
17.0,1,9.574195
17.0,1,9.575195
17.0,1,9.577194
17.0,1,9.578195
17.0,1,9.579197
17.0,1,9.58131
17.0,1,9.582309
17.0,1,9.584311
