#{"t_start": 1763359924.0591898, "env_id": "GridWorldMoving-v0"}
r,l,t
-5.0,10,17.847196
17.0,6,17.860193
-162.0,44,17.949273
-18.0,16,17.980292
-65.0,25,18.037621
-313.0,71,18.870588
-63.0,21,18.905409
10.0,5,18.917142
32.0,1,18.919143
-3.0,11,18.939673
-71.0,27,18.986665
-49.0,23,19.030807
-56.0,22,19.089612
-2.0,9,19.111498
-244.0,63,19.26677
-72.0,24,19.342495
32.0,1,19.349493
2.0,11,19.374509
-120.0,40,19.815719
-35.0,20,19.862252
13.0,4,19.872251
12.0,6,19.884249
-8.0,11,19.909559
-15.0,10,19.931186
32.0,1,19.932184
-22.0,14,19.99318
15.0,5,20.02018
-101.0,32,20.100959
20.0,5,20.11366
-36.0,17,20.151725
32.0,1,20.153802
-92.0,29,20.22424
8.0,9,20.244758
-43.0,16,20.281981
29.0,2,20.286
-64.0,23,20.32622
-76.0,27,20.386327
29.0,2,20.390739
-25.0,15,20.744495
-18.0,11,20.769493
-102.0,39,20.840704
24.0,2,20.844081
1.0,8,20.857957
-78.0,26,20.910477
12.0,6,20.922666
-148.0,41,21.01368
-58.0,21,21.063843
-83.0,21,21.107832
29.0,2,21.111835
-9.0,8,21.127791
-86.0,22,21.173026
-61.0,22,21.216651
-341.0,87,21.812574
-298.0,76,21.956707
18.0,4,21.963973
-122.0,39,22.050129
12.0,6,22.061309
-48.0,21,22.114395
12.0,6,22.131431
-157.0,44,22.712615
-44.0,18,22.763811
12.0,6,22.774815
-319.0,83,22.965111
-2.0,9,22.986651
-20.0,15,23.020361
-2.0,9,23.038249
3.0,9,23.056751
-78.0,21,23.119701
-131.0,42,23.231382
-54.0,23,23.294965
-106.0,37,23.888286
21.0,3,23.900285
-216.0,52,24.014398
-29.0,18,24.068927
-8.0,11,24.096187
-5.0,10,24.151724
12.0,6,24.169725
-15.0,15,24.219728
-99.0,33,24.328089
-24.0,13,24.356184
-66.0,27,24.421955
-85.0,25,24.478266
11.0,8,24.493061
-54.0,23,25.188166
-57.0,24,25.236701
-38.0,21,25.281695
29.0,2,25.285695
-31.0,17,25.323045
-86.0,32,25.374895
32.0,1,25.376893
-188.0,46,25.529065
-180.0,40,25.671002
-7.0,9,25.698473
15.0,5,25.713804
-164.0,48,25.872092
-289.0,73,26.475078
-1.0,7,26.501153
7.0,6,26.515259
-156.0,47,26.623959
-191.0,52,26.74255
-19.0,13,26.775086
17.0,6,26.789899
-118.0,36,26.868333
-66.0,27,27.453754
-23.0,16,27.48885
18.0,4,27.496745
-107.0,39,27.571282
17.0,6,27.583283
29.0,2,27.587282
1.0,8,27.603281
7.0,6,27.615279
-36.0,17,27.653443
-141.0,37,27.739659
-198.0,46,27.853297
-223.0,56,27.984535
-132.0,34,28.550497
-43.0,16,28.580494
-130.0,35,28.665025
11.0,8,28.687548
-35.0,15,28.729433
-152.0,39,28.813444
32.0,1,28.815442
-228.0,56,28.945927
-229.0,53,29.071953
-180.0,50,29.761451
-35.0,15,29.789449
11.0,8,29.803448
-67.0,24,29.850737
12.0,6,29.862732
29.0,2,29.866731
17.0,6,29.87673
-23.0,11,29.898436
29.0,2,29.903129
-151.0,47,30.012561
23.0,4,30.022934
-38.0,16,30.059189
-63.0,21,30.117361
18.0,4,30.126376
-14.0,13,30.156016
-13.0,11,30.180386
-29.0,18,30.218449
20.0,5,30.229292
-40.0,20,30.610266
-32.0,14,30.641023
29.0,2,30.645018
12.0,6,30.65903
6.0,8,30.67796
1.0,8,30.695394
-75.0,25,30.740664
4.0,7,30.750781
32.0,1,30.752777
-2.0,9,30.767843
23.0,4,30.77384
-134.0,43,30.860091
29.0,2,30.864092
32.0,1,30.866102
-103.0,36,30.938122
-105.0,30,30.996648
-55.0,25,31.043011
32.0,1,31.045022
29.0,2,31.05008
-246.0,67,31.508209
32.0,1,31.510229
-153.0,36,31.560515
-194.0,48,31.645735
-54.0,23,31.691733
29.0,2,31.69473
-14.0,13,31.721667
-91.0,32,31.775995
-333.0,76,32.518445
-52.0,19,32.546829
-214.0,53,32.636269
-13.0,11,32.656404
-20.0,15,32.6792
32.0,1,32.680836
18.0,4,32.689246
20.0,5,32.696986
24.0,2,32.70084
-25.0,15,32.724518
-176.0,42,32.796807
-1.0,12,32.812894
-31.0,17,32.843535
-52.0,24,32.888709
17.0,6,32.904287
15.0,5,32.914604
-100.0,25,33.212263
-72.0,24,33.257463
-42.0,24,33.328506
-42.0,19,33.361764
14.0,7,33.372769
26.0,3,33.377955
-3.0,11,33.40054
-59.0,23,33.444305
-138.0,41,33.525326
-35.0,15,33.55606
-12.0,14,33.582298
-64.0,18,33.621679
-143.0,41,33.937605
-133.0,46,34.014787
-6.0,12,34.033574
16.0,3,34.039431
-53.0,26,34.083833
-9.0,8,34.09595
-105.0,35,34.158738
26.0,3,34.164935
26.0,3,34.171991
-2.0,9,34.191376
23.0,4,34.200375
26.0,3,34.206374
32.0,1,34.209373
20.0,5,34.221371
-143.0,46,34.313987
32.0,1,34.316988
-2.0,9,34.33602
-25.0,15,34.364567
18.0,4,34.372586
-224.0,68,34.999167
18.0,4,35.005164
-16.0,12,35.020586
-50.0,20,35.047633
-62.0,24,35.085176
-13.0,11,35.097157
-92.0,29,35.142935
-83.0,31,35.210574
-215.0,60,35.295393
-31.0,17,35.612994
-170.0,45,35.674659
-65.0,25,35.709682
4.0,7,35.718681
-35.0,20,35.744228
20.0,5,35.750221
-137.0,34,35.802846
-23.0,11,35.816638
-57.0,24,35.847571
-9.0,8,35.858366
-121.0,42,35.917183
-315.0,75,36.415972
20.0,5,36.42497
-15.0,15,36.462515
-46.0,22,36.504362
8.0,4,36.510328
-3.0,11,36.535796
-92.0,29,36.576295
-13.0,16,36.601912
-226.0,62,36.712862
5.0,5,36.720835
-10.0,15,36.742631
-169.0,48,37.04935
-155.0,40,37.109447
-12.0,9,37.122451
-53.0,21,37.158962
32.0,1,37.159958
32.0,1,37.161958
-207.0,54,37.240971
-84.0,28,37.277677
9.0,7,37.292665
29.0,2,37.295887
-146.0,42,37.355146
-89.0,33,38.013587
20.0,5,38.023586
-34.0,18,38.072451
29.0,2,38.077258
-54.0,18,38.118297
-183.0,51,38.207017
-159.0,43,38.30053
-96.0,32,38.364408
-76.0,27,38.419134
26.0,3,38.424153
23.0,4,38.434684
-174.0,48,38.535197
-254.0,58,38.879832
-57.0,24,38.919477
-79.0,28,38.974222
6.0,8,38.989853
-41.0,22,39.028056
32.0,1,39.031055
-12.0,9,39.047721
29.0,2,39.050872
-25.0,10,39.071196
32.0,1,39.073595
-50.0,15,39.103622
-15.0,10,39.12105
-47.0,24,39.166094
18.0,4,39.174114
17.0,6,39.187556
5.0,10,39.208619
32.0,1,39.210617
17.0,6,39.222064
-78.0,31,39.516129
29.0,2,39.520127
-156.0,47,39.596712
-384.0,93,39.759161
-96.0,27,39.813151
-169.0,48,39.904161
29.0,2,39.908218
-86.0,22,39.957784
-48.0,21,40.232761
23.0,4,40.237771
26.0,3,40.242483
-83.0,31,40.296603
5.0,10,40.315972
-64.0,18,40.354313
20.0,5,40.36487
-85.0,25,40.412005
-83.0,26,40.455693
16.0,3,40.461167
-32.0,14,40.489547
29.0,2,40.492903
-132.0,39,40.572771
-113.0,36,40.649328
-26.0,12,40.673034
26.0,3,40.678811
-65.0,25,40.957686
15.0,5,40.965689
-200.0,60,41.060476
-343.0,81,41.187577
-79.0,23,41.227038
-105.0,40,41.295684
-162.0,54,41.585478
23.0,4,41.591477
17.0,6,41.600476
-224.0,63,41.698047
-30.0,20,41.72742
-111.0,32,41.778159
-1.0,7,41.790719
-133.0,31,41.847152
-178.0,46,41.93088
-4.0,13,41.95243
-29.0,13,42.164906
-10.0,15,42.18691
6.0,8,42.19791
-243.0,66,42.310415
20.0,5,42.321413
-1.0,7,42.334719
-50.0,20,42.363804
-57.0,24,42.4117
-241.0,62,42.548076
-282.0,79,42.996401
-109.0,38,43.061845
8.0,9,43.075176
-9.0,13,43.100887
-80.0,25,43.139603
-261.0,72,43.284484
29.0,2,43.288693
-169.0,48,43.382471
-324.0,78,43.809511
-77.0,24,43.847486
29.0,2,43.851521
24.0,2,43.857053
-13.0,16,43.884542
-86.0,27,43.934575
4.0,7,43.950588
18.0,4,43.960123
-41.0,17,44.002107
29.0,2,44.007114
-45.0,15,44.036101
26.0,3,44.041114
23.0,4,44.05251
-5.0,10,44.074769
7.0,6,44.087985
-187.0,49,44.185437
17.0,6,44.427567
-204.0,58,44.509307
-53.0,21,44.540317
-67.0,29,44.582947
-45.0,20,44.611835
-12.0,9,44.624834
-41.0,17,44.647843
17.0,6,44.656368
-51.0,17,44.690365
32.0,1,44.693365
15.0,5,44.703363
-43.0,16,44.741688
11.0,8,44.762232
32.0,1,44.764234
-7.0,9,44.78063
-287.0,79,45.173377
-24.0,13,45.193937
5.0,10,45.208943
14.0,7,45.220468
-16.0,12,45.239522
23.0,4,45.245519
9.0,7,45.25603
23.0,4,45.261037
-19.0,13,45.279129
15.0,5,45.286128
32.0,1,45.288127
-270.0,75,45.404327
-226.0,57,45.48511
-88.0,31,45.713355
-75.0,25,45.752114
-49.0,18,45.77862
-61.0,27,45.81602
15.0,5,45.82302
-11.0,12,45.840022
-2.0,9,45.854923
-182.0,49,45.919824
26.0,3,45.923904
24.0,2,45.926903
26.0,3,45.931897
29.0,2,45.936894
-10.0,10,45.95849
8.0,4,45.96449
32.0,1,45.96549
18.0,4,45.971615
-112.0,34,46.034589
21.0,3,46.039602
-188.0,46,46.383917
-92.0,34,46.431161
15.0,5,46.438159
-13.0,11,46.453661
26.0,3,46.458177
-202.0,54,46.537122
12.0,6,46.546582
11.0,8,46.557574
-2.0,9,46.569184
-101.0,27,46.599199
10.0,5,46.608247
-182.0,54,46.68397
-48.0,26,46.915682
-28.0,16,46.940983
15.0,5,46.949211
-208.0,56,47.027647
-55.0,25,47.062171
-100.0,30,47.103172
-129.0,33,47.143181
-33.0,11,47.160185
-15.0,10,47.231254
-13.0,11,47.263162
-99.0,33,47.366117
4.0,7,47.392276
32.0,1,47.395339
-116.0,37,47.713074
-4.0,8,47.724069
32.0,1,47.72707
-20.0,10,47.741396
-46.0,27,47.780919
-43.0,21,47.814126
-173.0,46,47.892733
-7.0,9,47.904174
-33.0,16,47.936164
18.0,4,47.94417
32.0,1,47.947195
20.0,5,47.958729
-262.0,74,48.127217
32.0,1,48.129216
-79.0,23,48.395521
14.0,7,48.405336
29.0,2,48.408337
-209.0,53,48.498823
-60.0,25,48.54291
-13.0,11,48.561432
17.0,6,48.573428
29.0,2,48.577427
-373.0,86,48.751186
1.0,8,48.763461
21.0,3,48.76746
-9.0,8,48.778761
29.0,2,48.781765
-178.0,46,49.062521
6.0,8,49.073942
-7.0,9,49.085937
-34.0,13,49.107216
-136.0,47,49.187262
-114.0,33,49.231256
-141.0,42,49.31678
-119.0,33,49.382349
-51.0,17,49.42124
-158.0,36,49.703753
-166.0,42,49.779634
-145.0,40,49.839652
17.0,6,49.848164
-25.0,15,49.869133
2.0,6,49.879569
-129.0,38,49.944336
-6.0,12,49.966445
-27.0,14,49.994467
-92.0,29,50.056722
-215.0,65,50.404224
17.0,6,50.413224
-1.0,12,50.431007
-41.0,17,50.456585
9.0,7,50.468153
-87.0,29,50.514522
-143.0,46,50.591344
26.0,3,50.59707
-78.0,26,50.652835
-40.0,20,50.697165
-39.0,18,50.736117
-54.0,23,50.778999
-11.0,12,50.802288
-119.0,33,51.10874
7.0,6,51.122499
-118.0,31,51.173166
-122.0,34,51.228565
29.0,2,51.232093
-12.0,14,51.255683
-149.0,48,51.353411
-104.0,33,51.422211
-142.0,44,51.519519
-11.0,12,51.546745
23.0,4,51.557472
32.0,1,51.559472
-34.0,18,51.867184
6.0,8,51.891178
-218.0,51,52.040125
-14.0,13,52.071126
17.0,6,52.087408
-16.0,12,52.113921
-9.0,13,52.145424
-28.0,11,52.170802
0.0,10,52.193393
-177.0,44,52.268609
-202.0,49,52.360284
-16.0,12,52.385763
26.0,3,52.392029
2.0,11,52.419093
-14.0,13,52.701412
-5.0,10,52.721404
-59.0,23,52.764393
-25.0,15,52.792542
20.0,5,52.803533
-168.0,56,52.889598
-14.0,13,52.905601
-226.0,57,52.974133
-80.0,25,53.004128
24.0,2,53.006127
-143.0,46,53.061134
17.0,6,53.247213
32.0,1,53.249213
-101.0,32,53.293097
-159.0,33,53.344086
-25.0,10,53.363095
-119.0,43,53.436046
-85.0,30,53.474593
-160.0,40,53.526628
-81.0,27,53.568792
-42.0,19,53.593788
8.0,9,53.605786
-41.0,17,53.808966
-37.0,14,53.831961
-10.0,10,53.846961
-164.0,48,53.919474
2.0,11,53.934476
-96.0,32,53.984944
-20.0,15,54.010827
32.0,1,54.01282
-400.0,95,54.124345
-147.0,39,54.375265
6.0,8,54.388439
29.0,2,54.391968
-3.0,6,54.40395
20.0,5,54.411722
4.0,7,54.423872
-8.0,11,54.440674
32.0,1,54.442359
9.0,7,54.453576
32.0,1,54.455218
18.0,4,54.461313
26.0,3,54.466345
-73.0,21,54.496896
3.0,9,54.509771
-45.0,20,54.538766
18.0,4,54.543096
-78.0,26,54.57291
29.0,2,54.57491
9.0,7,54.582909
32.0,1,54.583908
-75.0,20,54.607785
-6.0,12,54.622376
-77.0,34,54.67108
-48.0,21,54.714268
-4.0,13,54.926154
-10.0,10,54.941159
32.0,1,54.943158
32.0,1,54.944158
-13.0,11,54.960164
3.0,9,54.977675
-93.0,31,55.022668
-26.0,12,55.039665
-37.0,14,55.059668
-18.0,11,55.076201
-136.0,42,55.139215
-50.0,20,55.168027
-87.0,34,55.219213
-333.0,76,55.558078
-243.0,66,55.645075
-92.0,34,55.692615
29.0,2,55.695614
-41.0,17,55.720116
-248.0,71,55.806704
-25.0,15,55.82613
-136.0,42,56.101943
-8.0,11,56.117955
11.0,8,56.128939
-7.0,9,56.141934
-10.0,10,56.155944
-14.0,13,56.172449
-18.0,11,56.189452
29.0,2,56.194451
-59.0,23,56.230068
-271.0,77,56.33895
-99.0,33,56.386025
-324.0,83,56.803996
14.0,7,56.819009
-24.0,18,56.852969
-93.0,26,56.895624
-17.0,14,56.918637
24.0,2,56.922636
-251.0,62,57.037927
32.0,1,57.039926
17.0,6,57.050712
26.0,3,57.055726
9.0,7,57.069044
-108.0,36,57.139642
3.0,9,57.154941
12.0,6,57.168369
14.0,7,57.188878
-26.0,17,57.505363
9.0,7,57.52936
-89.0,23,57.580886
-76.0,27,57.624942
-102.0,34,57.671721
-28.0,11,57.687678
-258.0,76,57.849841
-81.0,27,57.89911
-10.0,10,57.919103
-49.0,23,57.970646
18.0,4,57.979646
-53.0,21,58.250969
-23.0,16,58.27574
26.0,3,58.280736
-121.0,37,58.338758
-6.0,12,58.356025
-242.0,69,58.466935
23.0,4,58.475463
32.0,1,58.477473
-84.0,28,58.531694
-105.0,30,58.588519
-111.0,42,58.671687
-64.0,23,58.95742
-36.0,17,58.988489
-204.0,63,59.091511
-14.0,8,59.105212
-18.0,11,59.126805
-44.0,18,59.163388
-9.0,13,59.190674
-101.0,32,59.258577
0.0,10,59.28345
26.0,3,59.290448
12.0,6,59.302567
-111.0,32,59.371979
20.0,5,59.383412
-69.0,28,59.6475
-5.0,10,59.662506
23.0,4,59.668504
29.0,2,59.672024
-51.0,22,59.712955
-46.0,22,59.747174
-41.0,17,59.777717
-133.0,41,59.848749
-141.0,42,59.936591
-157.0,49,60.044389
16.0,3,60.049984
-26.0,12,60.076284
26.0,3,60.08369
-22.0,14,60.116148
-42.0,19,60.550987
32.0,1,60.553332
-23.0,11,60.574326
-48.0,16,60.607059
-107.0,34,60.669011
-19.0,13,60.69253
-25.0,15,60.719523
-204.0,63,60.849035
29.0,2,60.853062
-216.0,47,60.985011
-500.0,100,61.857877
-171.0,47,62.004291
12.0,6,62.017287
-20.0,10,62.042281
20.0,5,62.05228
17.0,6,62.08682
-105.0,35,62.247339
21.0,3,62.258339
-249.0,63,62.416415
-119.0,33,63.420846
21.0,3,63.430844
-98.0,31,63.518405
-147.0,44,63.586712
2.0,11,63.612139
15.0,5,63.619142
20.0,5,63.630747
-10.0,10,63.651248
24.0,2,63.655791
-62.0,19,63.700084
10.0,5,63.711065
-84.0,23,63.761992
-17.0,14,63.786522
6.0,8,63.802042
-17.0,9,63.816515
-61.0,22,63.849473
-40.0,15,63.870324
-193.0,61,64.538548
-141.0,47,64.616069
-222.0,64,64.720426
-145.0,35,64.775601
-12.0,14,64.794126
-207.0,54,65.345081
-103.0,31,65.395625
-20.0,10,65.414618
-53.0,21,65.450612
-49.0,18,65.479157
-189.0,58,65.592356
-64.0,23,65.638043
-12.0,14,65.665275
-81.0,27,65.717792
-113.0,31,65.774616
-139.0,38,66.127566
17.0,6,66.136039
13.0,4,66.14305
10.0,5,66.150049
16.0,3,66.153563
-166.0,47,66.255314
32.0,1,66.257317
-41.0,22,66.29535
4.0,7,66.309226
-125.0,35,66.372374
-92.0,34,66.429778
-61.0,22,66.464527
-10.0,15,66.489309
-4.0,8,66.501714
-27.0,14,66.523659
-63.0,26,66.888597
-31.0,17,66.915593
-31.0,17,66.946589
-44.0,18,66.986129
24.0,2,66.990124
-107.0,29,67.036571
-217.0,54,67.126815
16.0,3,67.131833
-121.0,42,67.200311
-37.0,19,67.232328
-154.0,48,67.550443
1.0,8,67.562454
-50.0,20,67.595977
-56.0,22,67.631972
-114.0,38,67.687507
0.0,10,67.702504
-40.0,15,67.725502
-18.0,11,67.7415
-14.0,13,67.763515
-60.0,20,67.795027
26.0,3,67.801324
-221.0,62,67.906997
-30.0,15,67.939413
-69.0,28,68.373848
-71.0,22,68.410558
-97.0,29,68.456982
-28.0,16,68.483317
-42.0,19,68.51385
1.0,8,68.526432
-142.0,44,68.595493
13.0,4,68.603238
-8.0,11,68.624777
-59.0,28,68.689281
-101.0,37,68.788665
-130.0,35,69.206832
9.0,7,69.218515
-212.0,64,69.315688
-43.0,16,69.340298
18.0,4,69.34632
-17.0,14,69.370327
4.0,7,69.381515
-64.0,18,69.41743
-145.0,40,69.499101
-149.0,43,69.593257
26.0,3,69.600168
-123.0,36,70.003469
-26.0,17,70.0304
-28.0,11,70.04688
26.0,3,70.051879
-159.0,48,70.12177
-16.0,17,70.146738
32.0,1,70.148767
-2.0,9,70.161136
-98.0,36,70.215481
-72.0,24,70.248821
-180.0,50,70.342575
-99.0,38,70.88868
-111.0,32,70.942269
-13.0,11,70.96172
23.0,4,70.968737
-22.0,14,70.992757
2.0,6,71.002813
6.0,8,71.014489
32.0,1,71.015779
-88.0,21,71.046738
-98.0,26,71.087108
-41.0,22,71.119327
0.0,10,71.137324
-4.0,13,71.16132
10.0,5,71.170376
5.0,10,71.187903
-5.0,10,71.2049
-44.0,13,71.229896
17.0,6,71.242894
29.0,2,71.249893
32.0,1,71.252892
-106.0,37,71.352843
17.0,6,71.594916
-138.0,41,71.659214
23.0,4,71.665504
-28.0,16,71.689484
-122.0,39,71.743806
-26.0,12,71.761339
14.0,7,71.771959
-194.0,58,71.875026
-48.0,16,71.905427
2.0,6,71.919544
24.0,2,71.922825
11.0,8,71.94053
29.0,2,71.9445
32.0,1,71.947801
-16.0,12,71.971655
-42.0,19,72.004178
-160.0,45,72.279837
26.0,3,72.284793
-133.0,41,72.343607
-6.0,7,72.353357
-18.0,16,72.376694
18.0,4,72.382782
-14.0,13,72.402176
-26.0,12,72.421179
-79.0,33,72.485187
14.0,7,72.498246
-5.0,10,72.517376
-1.0,12,72.541674
-47.0,19,72.572731
-12.0,9,72.592476
-44.0,23,72.640476
0.0,10,72.657115
-17.0,14,72.890577
-10.0,10,72.906573
-31.0,12,72.924578
-19.0,13,72.951571
-79.0,23,72.988543
-237.0,64,73.113972
-98.0,36,73.18695
-181.0,52,73.302658
14.0,7,73.315821
24.0,2,73.319264
-51.0,22,73.3599
-16.0,12,73.594504
29.0,2,73.597476
-35.0,15,73.618568
-95.0,35,73.675176
-32.0,19,73.706264
-29.0,13,73.731688
-66.0,22,73.76358
26.0,3,73.768788
-39.0,18,73.791286
-6.0,7,73.800542
32.0,1,73.801541
-116.0,37,73.860323
-32.0,19,73.896931
-112.0,39,73.969952
-94.0,33,74.259911
21.0,3,74.264509
29.0,2,74.267507
-22.0,9,74.280533
-147.0,39,74.349833
24.0,2,74.353834
-33.0,21,74.384894
23.0,4,74.390897
-219.0,53,74.487063
-4.0,8,74.503616
-5.0,10,74.522731
-56.0,22,74.567933
-7.0,9,74.584321
-58.0,21,74.625349
16.0,3,74.631744
-23.0,11,74.64783
-18.0,11,74.668242
-11.0,12,74.90914
20.0,5,74.920503
-12.0,14,74.945975
14.0,7,74.957207
29.0,2,74.961413
-103.0,36,75.015819
-76.0,22,75.047656
-267.0,59,75.137454
-3.0,11,75.15945
-19.0,13,75.182782
-70.0,25,75.234175
-32.0,19,75.31826
18.0,4,75.337284
-58.0,21,75.386946
9.0,7,75.399411
-14.0,13,75.647989
-40.0,20,75.678599
-112.0,34,75.727742
-58.0,21,75.757967
23.0,4,75.765033
26.0,3,75.772247
-49.0,18,75.800629
23.0,4,75.807096
-93.0,26,75.849285
21.0,3,75.855283
-96.0,22,75.903957
-152.0,39,75.983573
-200.0,55,76.080849
-27.0,14,76.318942
0.0,10,76.334144
-44.0,23,76.368137
4.0,7,76.379165
-11.0,12,76.396681
18.0,4,76.402687
-31.0,17,76.429389
18.0,4,76.435388
3.0,9,76.447403
-32.0,14,76.467946
-30.0,20,76.500143
-35.0,20,76.532834
32.0,1,76.534837
-18.0,11,76.552083
-25.0,15,76.58255
-10.0,10,76.612905
-69.0,23,76.657532
32.0,1,76.66053
26.0,3,76.667527
-60.0,20,76.705112
4.0,7,76.716992
-19.0,13,76.737983
17.0,6,76.948053
12.0,6,76.958027
7.0,6,76.969184
-2.0,9,76.98166
-19.0,13,77.001756
-45.0,20,77.036799
-28.0,16,77.064794
32.0,1,77.06679
-108.0,31,77.111891
20.0,5,77.120027
11.0,8,77.137028
6.0,8,77.149763
-177.0,44,77.217174
-19.0,13,77.236995
-69.0,28,77.288742
-92.0,29,77.342112
-54.0,23,77.585507
29.0,2,77.589042
32.0,1,77.591286
-435.0,100,77.756341
-9.0,13,77.774434
29.0,2,77.777253
9.0,7,77.787763
-47.0,19,77.818032
-24.0,18,77.851362
-137.0,39,77.911771
32.0,1,77.912776
24.0,2,77.916108
-43.0,21,77.960648
2.0,11,77.979894
-135.0,45,78.254656
-247.0,69,78.352043
-219.0,63,78.441536
26.0,3,78.446139
-41.0,22,78.481725
-127.0,34,78.532277
26.0,3,78.536277
-8.0,11,78.557273
-103.0,31,78.771915
-49.0,23,78.810471
-29.0,13,78.845467
14.0,7,78.864466
-38.0,16,78.893341
-20.0,15,78.92119
26.0,3,78.92819
-28.0,16,78.956545
-2.0,9,78.966937
-22.0,19,78.990481
-53.0,21,79.017539
-133.0,36,79.068166
-87.0,34,79.110759
1.0,8,79.120784
17.0,6,79.128808
-60.0,20,79.35169
-199.0,53,79.416403
2.0,11,79.429451
-72.0,29,79.465663
29.0,2,79.468663
-74.0,23,79.500268
-12.0,9,79.513301
14.0,7,79.523616
32.0,1,79.524616
21.0,3,79.528616
3.0,9,79.542249
-48.0,16,79.562469
29.0,2,79.564469
3.0,9,79.575538
-41.0,17,79.595681
-111.0,32,79.63668
-286.0,72,79.89766
-16.0,12,79.920916
-155.0,45,80.001312
-44.0,18,80.031255
-43.0,26,80.073523
-27.0,14,80.09393
-2.0,9,80.105234
23.0,4,80.110221
-8.0,11,80.122227
-57.0,19,80.146549
-5.0,10,80.158237
10.0,5,80.164236
12.0,6,80.171525
-4.0,13,80.186895
-36.0,17,80.208611
-14.0,8,80.389465
-13.0,11,80.404998
23.0,4,80.409991
-195.0,55,80.475786
0.0,10,80.489349
-16.0,12,80.506367
-82.0,29,80.539557
-92.0,34,80.577856
-2.0,9,80.589346
-42.0,19,80.610497
-66.0,27,80.641515
32.0,1,80.643492
-41.0,22,80.669488
-124.0,38,80.904099
-1.0,12,80.921464
32.0,1,80.922763
26.0,3,80.926858
-21.0,12,80.943818
4.0,7,80.954053
-98.0,36,81.002747
23.0,4,81.008946
-20.0,15,81.029776
14.0,7,81.039833
-24.0,18,81.065252
-75.0,25,81.096067
-2.0,9,81.106049
-27.0,14,81.122062
26.0,3,81.126062
-351.0,87,81.443452
8.0,9,81.45773
