#{"t_start": 1763327215.4783542, "env_id": "GridWorldMoving-v0"}
r,l,t
-48.0,26,156.309854
-6.0,12,156.318853
-28.0,21,156.334368
-16.0,17,156.347366
-7.0,14,156.357365
11.0,8,156.363507
14.0,7,156.368507
-150.0,60,156.508877
-9.0,13,156.516876
20.0,5,156.519875
32.0,1,156.520875
26.0,3,156.522874
8.0,9,156.529874
-45.0,25,156.548871
17.0,6,156.55387
29.0,2,156.555871
-7.0,14,156.568869
11.0,8,156.576143
-84.0,38,156.606376
-66.0,32,156.630402
2.0,11,156.639401
-124.0,53,156.677438
29.0,2,156.679438
8.0,9,156.685437
-6.0,12,156.693953
-30.0,20,156.798094
23.0,4,156.801094
-19.0,18,156.815092
14.0,7,156.820095
-3.0,11,156.82809
-1.0,12,156.837104
3.0,9,156.843506
-1.0,12,156.852505
14.0,7,156.857506
-7.0,14,156.867683
32.0,1,156.869442
20.0,5,156.872972
32.0,1,156.873481
-48.0,26,156.892123
-42.0,24,156.910794
11.0,8,156.915793
-40.0,25,156.934595
-22.0,19,156.950974
-13.0,16,156.964853
-52.0,29,157.082227
18.0,4,157.085299
20.0,5,157.088308
14.0,7,157.09382
32.0,1,157.094822
-37.0,24,157.110958
-140.0,55,157.150441
-95.0,40,157.179847
-43.0,26,157.199359
29.0,2,157.200359
29.0,2,157.202358
20.0,5,157.20636
17.0,6,157.210361
6.0,8,157.216357
8.0,9,157.223357
23.0,4,157.226356
-63.0,31,157.248479
17.0,6,157.253478
-40.0,25,157.370872
-25.0,20,157.385875
-97.0,44,157.416954
8.0,9,157.423415
23.0,4,157.426595
2.0,11,157.434774
-10.0,15,157.446516
-163.0,66,157.495194
17.0,6,157.500216
14.0,7,157.505234
-22.0,19,157.51923
26.0,3,157.52123
8.0,9,157.52824
-16.0,17,157.540421
-13.0,16,157.643425
29.0,2,157.645421
2.0,11,157.65342
32.0,1,157.65342
5.0,10,157.661418
9.0,7,157.666484
-13.0,16,157.678047
14.0,7,157.683427
-1.0,12,157.692424
14.0,7,157.698102
26.0,3,157.701114
23.0,4,157.704124
29.0,2,157.705124
26.0,3,157.707498
-49.0,28,157.729299
-19.0,18,157.742894
21.0,3,157.745905
-58.0,26,157.764664
32.0,1,157.765673
-1.0,12,157.774834
-10.0,15,157.785302
-16.0,17,157.797286
-31.0,22,157.812871
-48.0,26,157.922158
32.0,1,157.922158
-139.0,58,157.964278
-66.0,32,157.987549
-124.0,53,158.025861
29.0,2,158.026861
-3.0,11,158.034859
5.0,10,158.042368
29.0,2,158.044378
14.0,7,158.049632
29.0,2,158.050632
29.0,2,158.052632
23.0,4,158.055634
-22.0,19,158.069631
-273.0,96,158.244576
-22.0,19,158.261446
8.0,9,158.268918
-1.0,12,158.279633
-97.0,44,158.315082
-22.0,19,158.330152
26.0,3,158.332851
-71.0,32,158.359028
11.0,8,158.36488
23.0,4,158.368668
8.0,9,158.375799
20.0,5,158.37962
26.0,3,158.381486
24.0,2,158.383789
32.0,1,158.384787
8.0,9,158.391656
-73.0,36,158.531603
-3.0,11,158.541398
8.0,9,158.548714
-13.0,16,158.561998
-122.0,49,158.598827
20.0,5,158.602827
-76.0,37,158.630335
17.0,6,158.634334
29.0,2,158.635334
-99.0,43,158.668782
-4.0,13,158.678151
32.0,1,158.679153
14.0,7,158.684148
12.0,6,158.68915
-7.0,14,158.699661
17.0,6,158.70466
-76.0,37,158.839556
-48.0,26,158.859071
20.0,5,158.86307
-25.0,20,158.877583
-99.0,43,158.909814
-85.0,40,158.940097
-45.0,25,158.959095
-4.0,13,158.969094
11.0,8,158.975093
-90.0,40,159.004606
-55.0,30,159.124506
-52.0,29,159.147987
32.0,1,159.148987
-40.0,25,159.169823
-20.0,15,159.182513
-15.0,15,159.195194
20.0,5,159.198919
-1.0,12,159.208236
5.0,10,159.217237
32.0,1,159.218236
-19.0,18,159.233234
8.0,9,159.240542
20.0,5,159.244596
-47.0,24,159.263017
-15.0,15,159.274204
29.0,2,159.276215
-16.0,17,159.288931
9.0,7,159.294613
11.0,8,159.300612
-19.0,18,159.313981
-45.0,25,159.453856
6.0,8,159.460611
-57.0,29,159.482146
-34.0,23,159.499666
-1.0,12,159.508679
2.0,11,159.516678
-63.0,31,159.539726
23.0,4,159.542808
-19.0,18,159.557474
-81.0,37,159.584616
-34.0,23,159.602146
29.0,2,159.604149
-28.0,21,159.620144
-105.0,45,159.755567
-15.0,15,159.767828
14.0,7,159.77298
-7.0,14,159.783826
14.0,7,159.788829
-7.0,14,159.800259
23.0,4,159.80326
14.0,7,159.809258
-169.0,68,159.865158
32.0,1,159.866158
26.0,3,159.868558
-7.0,14,159.879643
-148.0,61,159.924559
-51.0,27,160.034675
9.0,7,160.039674
-52.0,29,160.060761
-99.0,43,160.093334
-10.0,15,160.103849
-2.0,9,160.11139
32.0,1,160.11139
32.0,1,160.112527
-14.0,13,160.122932
-43.0,26,160.142018
8.0,9,160.149042
-81.0,37,160.175935
14.0,7,160.181419
-25.0,20,160.196135
-10.0,15,160.207684
-84.0,38,160.332523
-34.0,23,160.34983
29.0,2,160.35183
-25.0,20,160.366867
-43.0,26,160.385997
12.0,6,160.391123
-19.0,18,160.404885
26.0,3,160.406884
32.0,1,160.40788
-67.0,34,160.433282
-31.0,22,160.449597
23.0,4,160.4536
32.0,1,160.4536
-61.0,32,160.477957
-25.0,20,160.493135
-28.0,21,160.508642
23.0,4,160.511642
4.0,7,160.611839
2.0,11,160.619671
5.0,10,160.62798
26.0,3,160.62998
29.0,2,160.63098
32.0,1,160.631979
-4.0,13,160.642318
32.0,1,160.643317
-125.0,50,160.681504
-45.0,25,160.69973
2.0,11,160.708441
-10.0,15,160.719606
-13.0,16,160.730688
-1.0,12,160.737965
-9.0,13,160.746964
-165.0,65,160.793471
20.0,5,160.891308
2.0,11,160.899818
-7.0,14,160.91099
8.0,9,160.91699
6.0,8,160.922988
-55.0,30,160.949283
-28.0,21,160.968198
-57.0,29,160.992737
5.0,10,161.000796
23.0,4,161.004513
-28.0,21,161.021526
17.0,6,161.026437
-46.0,27,161.048042
23.0,4,161.051042
2.0,11,161.060074
-4.0,13,161.070077
14.0,7,161.074759
-13.0,16,161.086772
-37.0,24,161.21053
21.0,3,161.213726
-100.0,45,161.250661
20.0,5,161.254726
-12.0,14,161.266725
20.0,5,161.270729
29.0,2,161.272724
14.0,7,161.27807
26.0,3,161.281083
29.0,2,161.283187
-1.0,12,161.293875
14.0,7,161.306392
14.0,7,161.31477
-1.0,12,161.327915
-10.0,15,161.341578
5.0,10,161.350573
-55.0,30,161.375025
-10.0,15,161.387028
-4.0,13,161.397555
-22.0,19,161.411549
-16.0,17,161.421548
26.0,3,161.423548
-42.0,24,161.541152
-91.0,42,161.575279
-59.0,28,161.59835
-49.0,28,161.62273
8.0,9,161.63024
23.0,4,161.634239
-1.0,12,161.645238
2.0,11,161.654239
20.0,5,161.658289
-102.0,44,161.694996
-16.0,17,161.708517
11.0,8,161.714516
-39.0,23,161.730048
14.0,7,161.82136
-7.0,14,161.832449
-6.0,12,161.840448
-7.0,14,161.850561
11.0,8,161.856561
8.0,9,161.86256
-19.0,18,161.876152
29.0,2,161.878152
-142.0,59,161.920797
23.0,4,161.923797
-51.0,27,161.942795
-49.0,28,161.962928
-16.0,17,161.975379
-6.0,12,161.983384
-19.0,18,161.996934
29.0,2,161.99794
23.0,4,162.000939
5.0,10,162.097898
-10.0,15,162.108094
32.0,1,162.108094
-37.0,24,162.124491
17.0,6,162.12949
-36.0,22,162.145821
20.0,5,162.149821
-19.0,18,162.163367
11.0,8,162.169367
-43.0,26,162.190081
23.0,4,162.19308
-90.0,40,162.222438
11.0,8,162.228437
29.0,2,162.230437
-35.0,20,162.244445
-1.0,12,162.252634
-22.0,19,162.266724
17.0,6,162.270723
-127.0,54,162.400387
17.0,6,162.404387
-27.0,19,162.41839
20.0,5,162.421385
29.0,2,162.423384
14.0,7,162.428384
18.0,4,162.431384
-75.0,35,162.455945
-1.0,12,162.464943
17.0,6,162.469974
29.0,2,162.470983
17.0,6,162.474983
4.0,7,162.479982
-10.0,15,162.491055
11.0,8,162.497054
26.0,3,162.498565
-37.0,24,162.515573
0.0,10,162.523241
32.0,1,162.524313
32.0,1,162.525312
14.0,7,162.530311
-16.0,17,162.542728
32.0,1,162.543728
-43.0,26,162.652759
11.0,8,162.659758
8.0,9,162.665757
-67.0,34,162.691166
-55.0,30,162.712915
26.0,3,162.714915
-151.0,62,162.759476
-19.0,18,162.772474
5.0,10,162.779473
23.0,4,162.782477
-7.0,14,162.792566
-52.0,29,162.813076
-81.0,37,162.929814
-22.0,19,162.942812
23.0,4,162.945812
29.0,2,162.947812
-9.0,13,162.956811
26.0,3,162.958886
17.0,6,162.963895
5.0,10,162.970895
-31.0,22,162.98723
23.0,4,162.989229
-7.0,14,162.999739
-13.0,16,163.011085
11.0,8,163.017084
-48.0,26,163.036198
8.0,9,163.043197
-31.0,22,163.059195
-34.0,23,163.076193
26.0,3,163.078193
11.0,8,163.084197
32.0,1,163.085196
9.0,7,163.090196
20.0,5,163.094197
26.0,3,163.096195
-1.0,12,163.104706
-36.0,22,163.219467
6.0,8,163.225815
-7.0,14,163.236804
-10.0,15,163.247983
-49.0,28,163.269096
-12.0,14,163.279104
-22.0,19,163.293195
-48.0,26,163.311703
3.0,9,163.317709
-10.0,15,163.328716
-126.0,52,163.368303
-21.0,17,163.380304
20.0,5,163.383786
20.0,5,163.388118
-4.0,13,163.487288
-7.0,14,163.496291
-6.0,12,163.5058
26.0,3,163.507799
32.0,1,163.508799
20.0,5,163.512799
11.0,8,163.5178
-1.0,12,163.526797
2.0,11,163.534797
-6.0,12,163.543832
32.0,1,163.544849
-34.0,23,163.561482
-8.0,11,163.569481
29.0,2,163.571481
23.0,4,163.573481
-151.0,62,163.61199
26.0,3,163.61399
29.0,2,163.61499
8.0,9,163.620989
-54.0,28,163.641257
-3.0,11,163.650256
29.0,2,163.651257
23.0,4,163.654255
32.0,1,163.655255
29.0,2,163.657254
-86.0,37,163.775749
-98.0,41,163.806288
26.0,3,163.808288
-1.0,12,163.817288
-1.0,12,163.825286
-40.0,25,163.843283
29.0,2,163.845283
-4.0,13,163.855282
14.0,7,163.860281
-5.0,10,163.86728
17.0,6,163.872281
-1.0,12,163.880279
-170.0,65,163.927789
-31.0,22,163.943787
-4.0,13,164.045525
-4.0,13,164.054523
5.0,10,164.06172
29.0,2,164.06372
-7.0,14,164.073722
20.0,5,164.077722
-30.0,20,164.091728
26.0,3,164.094728
-32.0,19,164.108244
-19.0,18,164.121243
-43.0,26,164.14024
32.0,1,164.14124
23.0,4,164.14424
17.0,6,164.149239
-103.0,46,164.182231
-7.0,14,164.192241
-34.0,23,164.209914
14.0,7,164.214914
8.0,9,164.220913
-1.0,12,164.319899
-4.0,13,164.32827
-45.0,25,164.346269
-60.0,30,164.368136
-64.0,33,164.392531
8.0,9,164.399047
-9.0,13,164.408484
-4.0,13,164.417483
14.0,7,164.423482
29.0,2,164.424482
-25.0,20,164.43848
32.0,1,164.43948
29.0,2,164.44148
32.0,1,164.44148
26.0,3,164.444586
9.0,7,164.449682
-4.0,13,164.459082
20.0,5,164.463082
-17.0,14,164.473215
-28.0,21,164.488218
-103.0,46,164.610402
17.0,6,164.614401
-1.0,12,164.6234
-13.0,16,164.635399
26.0,3,164.637398
-19.0,18,164.650396
-40.0,25,164.668394
26.0,3,164.670394
-98.0,41,164.699394
-76.0,37,164.725906
-1.0,12,164.733904
-37.0,24,164.751252
29.0,2,164.752252
-16.0,17,164.76425
-49.0,28,164.873934
-40.0,25,164.890936
23.0,4,164.893936
-10.0,15,164.905222
32.0,1,164.905222
23.0,4,164.908585
1.0,8,164.914105
8.0,9,164.9211
-165.0,65,164.968102
-19.0,18,164.9811
8.0,9,164.988103
14.0,7,164.993102
23.0,4,164.996102
32.0,1,164.997102
9.0,7,165.001608
32.0,1,165.002608
29.0,2,165.004608
20.0,5,165.007607
14.0,7,165.013606
20.0,5,165.016606
-9.0,13,165.026605
-129.0,53,165.152831
-28.0,21,165.167828
-7.0,14,165.177827
-24.0,18,165.19083
-112.0,49,165.225336
-24.0,18,165.236335
-7.0,14,165.246333
14.0,7,165.252333
-4.0,13,165.261331
-49.0,28,165.281329
29.0,2,165.282328
-19.0,18,165.29533
-10.0,15,165.305837
-67.0,34,165.436792
-106.0,47,165.471983
-61.0,32,165.494565
-28.0,21,165.509514
20.0,5,165.513513
29.0,2,165.515513
-34.0,23,165.531516
17.0,6,165.535515
-37.0,24,165.55425
-46.0,27,165.574244
3.0,9,165.581243
-28.0,21,165.596246
32.0,1,165.59742
32.0,1,165.598429
-31.0,22,165.702202
-22.0,19,165.7162
29.0,2,165.7172
-72.0,34,165.741197
20.0,5,165.745197
11.0,8,165.751196
14.0,7,165.756469
6.0,8,165.761462
-10.0,15,165.77246
11.0,8,165.77846
6.0,8,165.784459
-31.0,22,165.800181
-7.0,14,165.810185
-64.0,33,165.833182
-24.0,18,165.84618
11.0,8,165.852179
-22.0,19,165.866177
-16.0,17,165.878176
-25.0,20,165.975994
2.0,11,165.982993
5.0,10,165.988997
-1.0,12,165.996005
26.0,3,165.998005
0.0,10,166.004514
5.0,10,166.010513
-1.0,12,166.017512
-69.0,33,166.038509
-64.0,33,166.061111
32.0,1,166.061111
-138.0,56,166.101808
-62.0,29,166.121804
14.0,7,166.126804
23.0,4,166.129807
-34.0,23,166.232012
23.0,4,166.235011
23.0,4,166.238011
-51.0,27,166.256189
11.0,8,166.262198
29.0,2,166.264207
20.0,5,166.267207
-162.0,64,166.313931
-76.0,37,166.340927
-33.0,21,166.355925
-76.0,37,166.379923
-79.0,38,166.496898
-19.0,18,166.510405
-22.0,19,166.523403
14.0,7,166.529402
23.0,4,166.532402
-16.0,17,166.5444
-22.0,19,166.558815
26.0,3,166.560813
11.0,8,166.566809
-24.0,18,166.579808
32.0,1,166.580807
26.0,3,166.582807
-61.0,32,166.606315
23.0,4,166.609314
-44.0,23,166.625313
-82.0,39,166.653309
20.0,5,166.656308
-40.0,25,166.674306
-114.0,48,166.798877
20.0,5,166.802382
-21.0,17,166.814383
26.0,3,166.817381
11.0,8,166.82238
17.0,6,166.827379
17.0,6,166.831379
-94.0,43,166.863374
-1.0,12,166.872373
-40.0,25,166.890375
8.0,9,166.897374
-22.0,19,166.910395
-10.0,15,166.921394
-13.0,16,166.933392
-161.0,62,167.06591
2.0,11,167.073909
5.0,10,167.081908
29.0,2,167.082908
20.0,5,167.086911
-4.0,13,167.095781
20.0,5,167.099795
32.0,1,167.099795
-16.0,17,167.113301
-13.0,16,167.124299
-52.0,29,167.145894
-233.0,86,167.207397
-147.0,59,167.338954
32.0,1,167.339954
26.0,3,167.341954
-99.0,43,167.373128
-40.0,25,167.391309
-7.0,14,167.40181
-68.0,31,167.424019
-144.0,58,167.465023
11.0,8,167.470022
-43.0,26,167.489033
8.0,9,167.495023
26.0,3,167.497023
14.0,7,167.597607
-15.0,15,167.611149
32.0,1,167.611687
-116.0,47,167.646574
29.0,2,167.647573
8.0,9,167.653574
-45.0,25,167.670011
26.0,3,167.672069
5.0,10,167.678561
11.0,8,167.684561
23.0,4,167.687072
-31.0,22,167.703347
23.0,4,167.706346
-90.0,40,167.73535
26.0,3,167.737858
5.0,10,167.744868
-31.0,22,167.760862
-4.0,13,167.771164
-66.0,32,167.882795
-66.0,32,167.905536
14.0,7,167.910535
23.0,4,167.913534
-78.0,36,167.939531
-1.0,12,167.94753
11.0,8,167.953529
29.0,2,167.955529
14.0,7,167.959815
18.0,4,167.962834
-7.0,14,167.973359
-58.0,31,167.99536
-49.0,28,168.015939
-4.0,13,168.024938
14.0,7,168.029937
-48.0,26,168.048934
23.0,4,168.051934
26.0,3,168.054184
8.0,9,168.150108
-12.0,14,168.159106
-52.0,29,168.177105
29.0,2,168.178104
-196.0,77,168.232063
5.0,10,168.240528
17.0,6,168.244523
5.0,10,168.252522
0.0,10,168.259521
26.0,3,168.26152
5.0,10,168.268519
2.0,11,168.276518
32.0,1,168.277518
-58.0,31,168.29952
26.0,3,168.302029
23.0,4,168.305029
-78.0,36,168.422944
-1.0,12,168.431943
29.0,2,168.433943
-27.0,19,168.446941
8.0,9,168.45394
8.0,9,168.459939
-18.0,16,168.471937
-21.0,17,168.484143
32.0,1,168.485142
-16.0,17,168.497454
20.0,5,168.500454
-127.0,54,168.539272
-22.0,19,168.55227
32.0,1,168.55327
21.0,3,168.55527
5.0,10,168.562269
29.0,2,168.564269
-16.0,17,168.576276
-28.0,21,168.591278
-16.0,17,168.691056
-15.0,15,168.702059
11.0,8,168.708063
2.0,11,168.716062
23.0,4,168.719064
5.0,10,168.726061
-79.0,38,168.753512
-4.0,13,168.762511
-15.0,15,168.77151
11.0,8,168.776509
-29.0,18,168.78851
23.0,4,168.79051
-1.0,12,168.798509
29.0,2,168.799509
-10.0,15,168.809015
-34.0,23,168.823013
8.0,9,168.830016
26.0,3,168.832017
8.0,9,168.839015
23.0,4,168.842015
26.0,3,168.844015
26.0,3,168.847014
14.0,7,168.852014
-15.0,15,168.863012
32.0,1,168.863012
20.0,5,168.959373
-49.0,28,168.980371
-37.0,24,168.997373
-69.0,33,169.019881
20.0,5,169.023881
-118.0,51,169.061076
2.0,11,169.069084
-46.0,27,169.087472
-83.0,36,169.113596
-82.0,39,169.141492
23.0,4,169.236718
-42.0,24,169.254715
-1.0,12,169.263714
29.0,2,169.264714
14.0,7,169.269713
11.0,8,169.275724
-7.0,14,169.285723
-46.0,27,169.305232
-7.0,14,169.315956
26.0,3,169.317955
29.0,2,169.318956
11.0,8,169.324954
14.0,7,169.330954
-7.0,14,169.340952
-167.0,64,169.386949
29.0,2,169.388949
32.0,1,169.389948
-71.0,32,169.413159
14.0,7,169.418159
5.0,10,169.516518
-43.0,26,169.534984
20.0,5,169.538987
-21.0,17,169.551203
-10.0,15,169.562545
20.0,5,169.566543
2.0,11,169.574542
-10.0,15,169.585019
23.0,4,169.588023
-79.0,38,169.616666
-13.0,16,169.627664
20.0,5,169.631673
-55.0,30,169.652669
-86.0,37,169.679809
-81.0,37,169.801411
11.0,8,169.807783
26.0,3,169.810458
-179.0,68,169.862462
8.0,9,169.869465
-123.0,51,169.906743
-7.0,14,169.916742
26.0,3,169.918746
26.0,3,169.920746
-52.0,29,169.943239
26.0,3,169.945241
8.0,9,169.952238
-16.0,17,169.964238
23.0,4,169.967236
-172.0,69,170.119269
-31.0,22,170.135268
10.0,5,170.138267
29.0,2,170.140269
11.0,8,170.146266
8.0,9,170.152267
-55.0,30,170.176251
-50.0,25,170.195845
-19.0,18,170.21054
-83.0,36,170.236872
11.0,8,170.242875
-60.0,30,170.265206
-16.0,17,170.278296
17.0,6,170.377295
17.0,6,170.381294
23.0,4,170.384294
-7.0,14,170.394389
29.0,2,170.396575
26.0,3,170.398599
-79.0,38,170.426136
-22.0,19,170.440158
-205.0,80,170.499018
-37.0,24,170.515526
32.0,1,170.516526
-13.0,16,170.527524
32.0,1,170.528524
-100.0,45,170.643633
23.0,4,170.646633
17.0,6,170.650632
-114.0,48,170.684628
-5.0,10,170.691631
2.0,11,170.69963
23.0,4,170.702631
-1.0,12,170.711147
8.0,9,170.718141
20.0,5,170.722143
-4.0,13,170.731391
-79.0,38,170.758965
32.0,1,170.758965
-7.0,14,170.771497
-61.0,32,170.796821
-65.0,30,170.820152
32.0,1,170.821153
26.0,3,170.824046
-128.0,51,170.958617
-9.0,13,170.968616
0.0,10,170.976619
-1.0,12,170.985614
-4.0,13,170.99462
2.0,11,171.003123
26.0,3,171.005423
-1.0,12,171.01445
-10.0,15,171.025583
23.0,4,171.028871
2.0,11,171.037946
-46.0,27,171.05799
-36.0,22,171.074991
26.0,3,171.07699
3.0,9,171.083987
-19.0,18,171.097156
8.0,9,171.103669
-13.0,16,171.115792
-13.0,16,171.227489
17.0,6,171.231542
-27.0,19,171.24654
-40.0,25,171.264719
32.0,1,171.266048
32.0,1,171.266557
-9.0,13,171.276931
-60.0,30,171.298933
11.0,8,171.305461
-34.0,23,171.323458
11.0,8,171.32946
29.0,2,171.331458
32.0,1,171.331458
11.0,8,171.338456
14.0,7,171.34422
29.0,2,171.345276
14.0,7,171.351555
20.0,5,171.354555
-21.0,17,171.367563
20.0,5,171.371567
-1.0,12,171.379561
-19.0,18,171.393576
14.0,7,171.398576
29.0,2,171.400575
-31.0,22,171.416476
2.0,11,171.514209
29.0,2,171.516208
17.0,6,171.520208
11.0,8,171.526207
17.0,6,171.530529
32.0,1,171.531529
2.0,11,171.540042
23.0,4,171.543046
-48.0,26,171.561039
-10.0,15,171.572309
20.0,5,171.576314
23.0,4,171.57931
20.0,5,171.583624
32.0,1,171.583624
-27.0,19,171.59763
2.0,11,171.606136
-1.0,12,171.615163
-12.0,14,171.625166
-139.0,58,171.667156
-115.0,50,171.791827
-9.0,13,171.800825
-102.0,44,171.832338
-28.0,21,171.847336
11.0,8,171.853335
-31.0,22,171.868619
23.0,4,171.871619
-31.0,22,171.887616
14.0,7,171.89262
32.0,1,171.893622
20.0,5,171.89662
-9.0,13,171.906128
14.0,7,171.911127
-34.0,23,171.927125
-90.0,40,171.956131
14.0,7,171.961349
-16.0,17,172.101767
17.0,6,172.108594
-28.0,21,172.12729
-109.0,48,172.164626
29.0,2,172.166083
23.0,4,172.169415
-79.0,38,172.199953
5.0,10,172.208651
-7.0,14,172.219747
23.0,4,172.222747
32.0,1,172.223747
8.0,9,172.230746
-49.0,28,172.254052
20.0,5,172.258049
11.0,8,172.265574
29.0,2,172.266574
26.0,3,172.269778
-13.0,16,172.283892
0.0,10,172.291896
20.0,5,172.295896
-121.0,52,172.450225
-10.0,15,172.463223
-13.0,16,172.476035
-40.0,25,172.496422
20.0,5,172.500422
-25.0,20,172.514933
5.0,10,172.522994
-52.0,29,172.543991
-145.0,60,172.587095
23.0,4,172.590095
-91.0,42,172.711917
23.0,4,172.714929
-19.0,18,172.727359
-78.0,36,172.753892
-22.0,19,172.767892
-15.0,15,172.778888
-51.0,27,172.798955
-6.0,12,172.806987
-6.0,12,172.816021
11.0,8,172.82202
26.0,3,172.82402
-37.0,24,172.842167
29.0,2,172.843162
11.0,8,172.849161
12.0,6,172.854161
17.0,6,172.858171
32.0,1,172.859173
11.0,8,172.86517
29.0,2,172.86617
17.0,6,172.871267
32.0,1,172.872267
32.0,1,172.872267
17.0,6,172.877322
-134.0,53,173.007576
2.0,11,173.015575
26.0,3,173.017575
-10.0,15,173.029058
15.0,5,173.033057
-16.0,17,173.045401
32.0,1,173.046401
8.0,9,173.052733
32.0,1,173.053743
-22.0,19,173.068226
29.0,2,173.070225
8.0,9,173.076054
9.0,7,173.082186
26.0,3,173.084185
-21.0,17,173.096965
26.0,3,173.100172
14.0,7,173.106196
5.0,10,173.114627
-19.0,18,173.132917
11.0,8,173.14075
29.0,2,173.14375
11.0,8,173.152921
0.0,10,173.162787
-18.0,16,173.175944
8.0,9,173.18294
8.0,9,173.188939
23.0,4,173.191948
-10.0,15,173.293426
-34.0,23,173.310423
14.0,7,173.314422
-27.0,19,173.329105
-9.0,13,173.338392
-1.0,12,173.347487
17.0,6,173.351487
-7.0,14,173.361944
-22.0,19,173.375978
-27.0,19,173.390044
32.0,1,173.391041
-43.0,26,173.41049
32.0,1,173.411482
-25.0,20,173.42648
-13.0,16,173.438487
-22.0,19,173.451567
26.0,3,173.454566
11.0,8,173.45991
-4.0,13,173.467904
-1.0,12,173.573511
-120.0,50,173.612332
29.0,2,173.6135
26.0,3,173.616539
26.0,3,173.618789
-61.0,32,173.642256
26.0,3,173.644747
32.0,1,173.646011
29.0,2,173.648008
-58.0,31,173.670996
17.0,6,173.675997
17.0,6,173.680501
-65.0,30,173.702744
32.0,1,173.704249
32.0,1,173.705255
17.0,6,173.709533
11.0,8,173.716622
11.0,8,173.722624
11.0,8,173.729205
11.0,8,173.735453
20.0,5,173.740374
-22.0,19,173.762448
-22.0,19,173.875083
-40.0,25,173.893083
26.0,3,173.896122
26.0,3,173.898123
23.0,4,173.901123
-4.0,13,173.910995
17.0,6,173.916005
-110.0,45,173.952611
9.0,7,173.957664
8.0,9,173.964993
-34.0,23,173.984263
-93.0,41,174.015688
29.0,2,174.016688
-4.0,13,174.027324
-60.0,30,174.049286
32.0,1,174.050285
-36.0,22,174.066716
-40.0,25,174.172011
2.0,11,174.18101
-81.0,37,174.20871
17.0,6,174.214299
11.0,8,174.221059
5.0,10,174.228731
26.0,3,174.232655
5.0,10,174.24067
11.0,8,174.247001
-13.0,16,174.259878
11.0,8,174.265907
17.0,6,174.270706
-325.0,100,174.429155
-4.0,13,174.436153
20.0,5,174.506193
-13.0,16,174.518219
32.0,1,174.519219
32.0,1,174.520219
-4.0,13,174.529217
-19.0,18,174.542248
11.0,8,174.548247
-16.0,17,174.560343
23.0,4,174.563343
-43.0,26,174.58234
32.0,1,174.58234
-159.0,63,174.628132
14.0,7,174.633156
14.0,7,174.638155
8.0,9,174.644155
-34.0,23,174.661152
23.0,4,174.664152
-16.0,17,174.676152
32.0,1,174.677151
-66.0,32,174.832654
17.0,6,174.837654
26.0,3,174.839653
29.0,2,174.841106
11.0,8,174.84714
-24.0,18,174.860147
-40.0,25,174.879589
-16.0,17,174.891592
23.0,4,174.8947
29.0,2,174.896698
-21.0,17,174.908207
2.0,11,174.916543
32.0,1,174.917543
26.0,3,174.919543
-49.0,28,174.941049
26.0,3,174.943048
-25.0,20,174.957524
-96.0,42,174.987533
5.0,10,174.994535
23.0,4,174.997535
-24.0,18,175.112166
-4.0,13,175.122165
17.0,6,175.126164
-19.0,18,175.139163
-34.0,23,175.156242
-100.0,45,175.188376
-126.0,52,175.225896
-35.0,20,175.239896
26.0,3,175.242894
-1.0,12,175.250893
-10.0,15,175.261892
11.0,8,175.267891
0.0,10,175.274962
-87.0,39,175.393452
20.0,5,175.3976
17.0,6,175.401599
32.0,1,175.402599
-16.0,17,175.415097
5.0,10,175.422097
20.0,5,175.426096
2.0,11,175.434095
26.0,3,175.437095
-112.0,49,175.472572
-52.0,29,175.493578
26.0,3,175.496581
-4.0,13,175.50609
11.0,8,175.512085
20.0,5,175.515085
29.0,2,175.517084
23.0,4,175.520084
-7.0,14,175.530082
11.0,8,175.536082
-31.0,22,175.55208
2.0,11,175.560079
20.0,5,175.564078
-10.0,15,175.665135
-1.0,12,175.675562
29.0,2,175.676558
2.0,11,175.685557
5.0,10,175.692571
-13.0,16,175.705077
-83.0,36,175.731595
26.0,3,175.733594
29.0,2,175.734594
-102.0,44,175.765961
29.0,2,175.766961
20.0,5,175.76996
-45.0,25,175.786123
-114.0,48,175.8214
-79.0,38,175.850834
29.0,2,175.964843
14.0,7,175.970842
-43.0,26,175.991327
26.0,3,175.993327
32.0,1,175.994611
-42.0,24,176.014057
-8.0,11,176.023055
20.0,5,176.028053
14.0,7,176.035111
20.0,5,176.040625
14.0,7,176.047623
-48.0,26,176.071226
-58.0,31,176.096799
17.0,6,176.101798
-109.0,48,176.140662
11.0,8,176.146661
-27.0,19,176.161186
17.0,6,176.166185
20.0,5,176.169184
23.0,4,176.171184
-61.0,32,176.285653
-97.0,44,176.318494
17.0,6,176.322491
17.0,6,176.327489
8.0,9,176.333487
11.0,8,176.339896
14.0,7,176.344904
-25.0,20,176.359261
-183.0,71,176.415114
14.0,7,176.420784
-37.0,24,176.44032
32.0,1,176.441374
2.0,11,176.451524
29.0,2,176.453654
9.0,7,176.460053
-52.0,29,176.572431
17.0,6,176.577019
26.0,3,176.580017
2.0,11,176.588114
20.0,5,176.592119
9.0,7,176.597117
26.0,3,176.599117
20.0,5,176.603318
-3.0,11,176.610836
-1.0,12,176.620376
-76.0,37,176.645428
14.0,7,176.649428
-15.0,15,176.659426
-4.0,13,176.668425
